total day charge,total eve charge,total night charge,total intl charge,ARPU,phone number
22.93,17.98,8.48,3.05,52.44,374-5301
33.12,17.84,8.73,3.46,63.15,406-5710
40.65,17.77,12.07,3.59,74.08,354-7077
15.74,15.1,7.19,3.89,41.92,343-3340
35.6,17.98,13.1,1.94,68.62,377-8267
33.59,13.98,4.23,1.73,53.53,382-2453
2.99,13.74,9.14,2.86,28.73,333-7449
10.69,17.25,11.66,2.4,42,366-4287
34.39,5.88,11.59,1.81,53.67,415-2285
23.14,15.42,5.91,3.05,47.52,381-1328
35.19,14.23,10.72,0.7,60.84,344-4022
35.34,19.85,9.96,3.65,68.8,415-6601
47.01,16.63,9.46,1.94,75.04,351-7309
53.35,12.55,8.67,2.73,77.3,363-7802
49.05,17.29,10.28,3.51,80.13,408-4870
35.85,27.99,5.72,2.54,72.1,378-9478
11.03,15.65,6.82,3.94,37.44,401-4778
41.4,20.13,7.8,2.43,71.76,370-9563
33.49,17.31,9.09,2.35,62.24,394-6382
47.26,21.52,10.04,2.35,81.17,333-5295
37.38,18.88,5.33,2.7,64.29,370-2451
53.24,18.39,9.83,3.46,84.92,401-6982
24.77,16.24,9.7,3.05,53.76,329-8115
12.89,14.76,7.32,2.21,37.18,340-3409
33.3,19.43,13.66,3.29,69.68,397-5911
22.44,19.65,14.1,2.35,58.54,415-6127
21.08,22.28,12.07,3.16,58.59,392-6073
29.22,13.52,6.28,2.05,51.07,419-6564
42.4,17.81,8.13,2.67,71.01,340-8245
38.83,12.33,11.04,2.08,64.28,376-4540
28.66,17.43,7.91,1.59,55.59,361-5936
21.03,21.12,12.13,3.59,57.87,421-9846
30.38,21.45,11.51,2.27,65.61,356-1582
19.24,15.77,10.68,2.57,48.26,375-4900
24.21,26.66,5.7,3.62,60.19,420-8953
34.71,17.5,12.89,2.24,67.34,376-4035
25.45,18.06,11.07,3.4,57.98,344-5206
38.61,10.24,5.27,1.27,55.39,328-7833
26.4,14.44,9.32,3.4,53.56,417-4266
26.59,15.77,10.2,3.19,55.75,351-6574
25.28,14.22,12.18,2.81,54.49,372-8925
46.19,13.18,8.98,1.78,70.13,340-5678
32.93,10.79,9.95,2.38,56.05,361-6814
41.74,24.88,8.28,2.92,77.82,336-7155
41.7,22.09,9.19,2.89,75.87,342-8167
33.34,20.13,8.2,3.21,64.88,375-9180
22.8,16.58,7.18,2.84,49.4,357-7064
38.25,16.26,10.2,2.46,67.17,347-5354
32.25,9.85,9.93,2,54.03,362-9391
24.29,15.12,5.1,1.78,46.29,386-8984
29.85,20.23,8.93,2.75,61.76,384-6372
15.71,18.62,9.57,3.48,47.38,358-1329
15.78,13.57,6.69,2.38,38.42,400-7987
37.69,20.07,8.67,2.16,68.59,327-8732
27.13,23.53,10.06,2.38,63.1,389-6955
24.57,15.34,10.17,4.59,54.67,396-1800
27.05,17.21,10.49,3.11,57.86,349-4979
8.48,12.81,8.47,2.73,32.49,361-5864
19.87,19.75,5.75,2.97,48.34,418-4658
25.5,7.63,14.67,3,50.8,330-6208
43.25,13.54,11.9,1.62,70.31,416-6628
46.02,17.06,9.08,2.94,75.1,349-5617
35.19,14.77,8.03,3.27,61.26,397-8051
24.7,25.82,9.27,2.4,62.19,413-6346
39.22,19.87,9.71,3.65,72.45,395-9270
25.76,20.59,13.69,2.92,62.96,401-7575
24.84,16.68,13.95,2.48,57.95,332-5964
43.52,15.93,5.36,3.11,67.92,348-3338
34.03,20.77,9.32,3.13,67.25,387-5411
25.62,20.97,4.67,1.89,53.15,378-7872
31.62,5.61,9.59,3.48,50.3,389-6037
36.19,15.9,5.76,1.7,59.55,349-3732
33.12,18.14,8.59,3.11,62.96,347-9738
46.33,21.51,8.14,2.35,78.33,380-6074
22.97,17.44,7.48,3.16,51.05,338-4307
26.28,22.36,16.55,4.19,69.38,339-3636
39.19,22.59,12.14,2.86,76.78,328-9315
28.12,17.31,9.08,2.21,56.72,402-3634
24.36,19.61,9.64,2.11,55.72,348-4316
46.09,20.15,10.8,2.65,79.69,375-3826
43.1,10.02,11.18,3.78,68.08,360-1406
28.41,11.2,8.43,2.54,50.58,356-5475
28.61,7.45,11.12,2.27,49.45,363-9969
17.8,21.23,8.65,2.4,50.08,350-4367
23.02,20.24,8.8,2.86,54.92,348-1592
32.54,30.75,6.64,1.94,71.87,368-9751
26.98,16.86,8.15,2.84,54.83,380-6413
24.62,14.02,10.42,2.21,51.27,367-9259
16.8,12.49,8.58,2.7,40.57,404-8765
26.83,17.27,7.59,2.7,54.39,371-6284
27.71,26.59,9,3.13,66.43,403-9468
30.87,28.53,6.74,2.24,68.38,335-3133
21.93,15.98,10.58,3.02,51.51,366-4426
14.62,22.16,4.44,2.4,43.62,354-4752
32.96,16.13,8.83,3.4,61.32,406-4768
18.6,20.8,12.46,1.92,53.78,367-9257
32.11,13.06,9.6,2.75,57.52,342-8348
30.58,14.45,8.58,3.73,57.34,410-7611
31.18,23.91,4.73,2.21,62.03,341-3270
48.98,11.72,9.29,0,69.99,416-7452
28.76,12.74,8.86,1.24,51.6,356-8982
33.24,14.59,9.18,3.65,60.66,340-6908
44.95,18.67,9.02,3.05,75.69,348-6659
35.31,17.9,10.72,2.59,66.52,345-2401
28.82,9.6,2.55,2.35,43.32,422-5264
24.06,22.36,9.32,0.92,56.66,422-1799
26.32,20.74,7.18,3.46,57.7,404-2877
22.7,18.67,9.45,3.16,53.98,417-7913
46.44,17.94,9.17,3.54,77.09,399-2457
38.18,19.2,12.11,3.38,72.87,419-3427
46.55,24.62,12.11,1.57,84.85,358-2490
27.12,23.42,7.95,2.73,61.22,349-3112
17.68,16.75,4.95,3.94,43.32,414-5422
19.62,18.48,10.8,3.54,52.44,386-3766
37.76,16.95,7.31,2.54,64.56,386-9724
19.79,8.13,8.17,2.84,38.93,416-7393
37.01,19.69,8.34,0,65.04,395-1380
22,13.37,9.7,3.59,48.66,408-4911
27.51,23.21,6.93,3.7,61.35,387-4064
33.8,20.28,13.03,3.11,70.22,380-5667
25.13,12.53,9.16,3.78,50.6,402-8930
44.59,16.91,7.47,1.78,70.75,336-6533
41.89,13.63,7.69,2.05,65.26,359-9992
29.63,11.92,9.69,2.43,53.67,391-1737
31.18,14.35,8.99,2.67,57.19,404-2871
32.62,17.08,12.24,4.91,66.85,420-6121
31.93,13.14,9.63,2.73,57.43,369-4012
44.15,12.98,10.11,2.75,69.99,357-2294
30.67,16.49,10.23,2.27,59.66,348-9938
8.81,19.57,10.24,2.81,41.43,394-3023
51.66,19.74,6.62,1.57,79.59,352-5466
21.03,14.67,12.62,2.38,50.7,364-5510
35.05,13.98,6.31,3.4,58.74,396-6462
27.93,19.86,8.43,3.19,59.41,384-5335
38.86,11.29,10.22,2.73,63.1,416-6886
34.07,11.14,10.38,2.05,57.64,357-2748
26.23,15.56,2.43,2.94,47.16,386-7976
20.89,19.85,8.98,2.59,52.31,403-9199
37.54,22.58,9.58,1.73,71.43,361-1900
36.48,21.39,10.84,3.75,72.46,405-3848
34.34,15.67,7.92,2,59.93,344-1136
35.62,9.32,8.54,2.46,55.94,378-6276
50.64,20.24,10.82,2.4,84.1,343-2592
36.18,16.13,7.65,2.86,62.82,396-4410
24.75,24.2,10.27,3.29,62.51,397-3943
25.99,18.12,9.24,2.92,56.27,347-3821
21.32,22.87,10.74,2.97,57.9,400-8069
23.51,6.85,7.37,2.24,39.97,346-5349
32.18,14.87,9.99,3.02,60.06,345-5089
33.88,16.56,13.42,3.86,67.72,410-4613
42.08,9.22,10.44,2.86,64.6,356-4706
50.13,16.39,6.66,3.56,76.74,347-3406
29.82,13.2,8.07,3.11,54.2,333-9133
30.5,12.16,5.23,3.02,50.91,392-2459
21.56,24.96,7.83,2.27,56.62,401-3685
40.75,23.94,8.26,3.08,76.03,352-7752
24.31,18.04,4.72,4.13,51.2,388-9285
15.62,16.86,7.73,3.51,43.72,332-5582
35.77,15.01,6.74,4.19,61.71,376-2550
34.22,17.31,5.85,1.73,59.11,333-4594
24.75,24.47,8.18,2.48,59.88,375-2522
34.6,17.03,9.63,3.62,64.88,388-2240
39.51,13.03,9.66,2.84,65.04,420-1782
14.71,24.24,8.12,2.35,49.42,384-8890
18.68,18.77,4.68,2.94,45.07,371-4788
26.52,23.47,7.92,2.51,60.42,360-5636
55.47,14.03,7.33,2.03,78.86,373-4264
33.15,16.87,13.69,4,67.71,352-9836
18.7,12.52,8.57,1.73,41.52,342-2013
25.01,13.69,12.42,2.43,53.55,354-5689
26.52,21.83,7.89,3.21,59.45,335-8427
16.69,15.87,6.6,2.51,41.67,409-6753
35.8,13.01,11.8,2.97,63.58,349-1756
40.78,22.24,9.32,2.4,74.74,328-8980
27.18,15.29,6.95,3.13,52.55,399-2151
33.63,11.38,7.98,2.94,55.93,379-9524
19.62,14.13,8.31,4.1,46.16,352-9947
21.05,20.08,3.29,1,45.42,336-1043
19.99,16.69,7.08,1.73,45.49,416-7013
17.9,16.78,8.44,2.32,45.44,345-4551
18.99,20.17,11.41,3.54,54.11,405-9864
27.08,17.2,10.31,2.57,57.16,350-4297
13.89,17.87,9.54,3.05,44.35,350-7114
40.46,17.82,10.49,2.7,71.47,400-4244
21.78,21.05,8.99,4.21,56.03,417-2608
29.1,16.46,8.84,2.75,57.15,372-2990
18.53,22.04,8.19,3.59,52.35,353-9998
37.4,17.65,7.58,3.27,65.9,330-3008
9.45,20.63,7.93,3.05,41.06,384-8629
48.72,26.8,8.73,2.78,87.03,404-9504
35.29,19.47,7.32,3.59,65.67,405-8753
18.63,21.19,14.45,2.24,56.51,409-9911
33.52,20.6,8.64,2.97,65.73,394-4260
29.87,14.33,8.95,3.94,57.09,380-9063
34.88,15.71,7.92,1.89,60.4,395-4509
32.83,9.49,10.23,3.27,55.82,401-6671
39.54,13.02,12.9,1.27,66.73,405-7204
17.46,12.69,8.46,2.97,41.58,329-5377
44.73,23.74,5.72,2.62,76.81,408-9572
33.49,17.09,6.8,3.13,60.51,380-9879
28.78,13.26,9.49,3.13,54.66,384-9243
34.26,10.98,9.93,3.48,58.65,404-5597
42.67,7.75,6.4,3.73,60.55,359-7521
39.17,19.13,8.93,2.05,69.28,327-4795
18.67,19.59,11.51,3.21,52.98,338-7955
47.52,17.27,7.84,2.89,75.52,379-6970
29.48,18.87,2.89,3.7,54.94,351-7807
36.45,17.99,7.43,2.7,64.57,342-9394
16.34,20.98,10.34,2.62,50.28,384-6264
17.24,21.17,7.09,1.92,47.42,352-4534
39.53,15.45,9.14,2.81,66.93,378-4617
29.67,18.49,9.91,3.29,61.36,364-9567
38.08,19.85,13.23,2.38,73.54,371-5875
35.89,15.02,9.97,3.97,64.85,383-6489
18.56,13.01,10.8,2.65,45.02,345-7117
37.4,15.29,8.47,3.11,64.27,384-3902
30.84,13.98,7.69,2.94,55.45,386-2759
30.72,14.76,10.42,2.73,58.63,356-1270
16.41,12.39,7.85,2.54,39.19,379-1336
31.2,14.49,8.72,2.24,56.65,354-7201
18.34,11.93,11.41,2.84,44.52,404-5057
27.37,20.82,8.14,2.08,58.41,407-8012
24.96,24.28,9.61,1.16,60.01,332-6139
25.36,13.76,8.91,2.24,50.27,328-1373
38.73,14.41,9.05,1.51,63.7,411-6501
27.25,17.2,8.6,2,55.05,329-8056
23.43,19.19,6.53,2.75,51.9,415-4564
24.09,22.81,10.86,2.3,60.06,329-6192
33.39,12.78,7.93,2.51,56.61,384-3904
29.78,12.89,10.37,1.43,54.47,373-1028
24.96,14.59,10.55,2.67,52.77,369-1220
29.56,24.43,9.22,2.46,65.67,359-9369
51.88,13.3,12.6,3.56,81.34,415-3016
27.59,23.74,8.67,3.16,63.16,414-7090
25.5,24.97,11.28,2.78,64.53,350-2250
33.58,17.59,7.36,3.05,61.58,383-9355
40.83,13.01,11.21,2.75,67.8,417-3257
31.65,24.37,7.39,3.48,66.89,336-8010
19.87,23.5,13.05,3.32,59.74,354-7718
40.24,22.4,11.68,3.24,77.56,358-4412
29.44,11.15,7.69,1.46,49.74,368-8972
25.87,11.66,8.37,2.65,48.55,407-9841
30.82,15.5,8.13,1.81,56.26,393-5208
28.53,17.94,6.91,2.84,56.22,332-2889
29.82,21.31,13.02,2.65,66.8,374-5530
14.89,22.69,9.66,2.65,49.89,332-3381
34.56,12.06,9.03,2.3,57.95,344-9347
15.74,13.76,12.83,3.05,45.38,412-1991
44.69,12.71,6.32,2.19,65.91,393-4528
27.34,13.24,11.44,2.3,54.32,347-2378
24.11,14.22,8.01,2.11,48.45,385-2699
8.6,17.12,6.61,1.13,33.46,383-4319
22.93,13.26,8.89,2.75,47.83,352-7915
42.86,19.22,7,3.73,72.81,375-5547
36.64,20.55,6.61,2.59,66.39,337-2348
21.22,21.86,8.69,3.62,55.39,342-8702
30.38,23.04,11.07,4.43,68.92,393-5802
31.14,15.23,13.18,2.67,62.22,384-2219
28.48,11.82,6.23,3.51,50.04,347-6164
25.01,17,10.57,3.38,55.96,376-9940
39.12,18.02,7.87,3.56,68.57,354-4352
23.09,13.87,10.34,3.4,50.7,331-8713
34.97,11.57,7.17,2.35,56.06,341-3663
12.55,12.19,7.66,2.94,35.34,376-4665
32.18,19.85,12.19,2.7,66.92,421-9034
25.02,13.76,6.39,1.94,47.11,401-5169
23.34,15.66,10.41,2.75,52.16,370-8262
12.02,17.94,7.86,0,37.82,387-2041
34.78,17.44,7.41,2.89,62.52,356-4146
20.93,18.18,8.32,3.24,50.67,372-8883
22.05,13.67,11.93,3.29,50.94,336-1880
33.78,17.81,12.69,3.35,67.63,347-5843
24.67,19.86,9.39,2.13,56.05,370-8023
22.98,12.96,10.12,2.27,48.33,417-9814
21.2,21.28,9.74,2.11,54.33,387-3422
36.7,12.36,8.41,3.27,60.74,365-1664
20.26,19.41,8.91,2.27,50.85,367-2436
24.53,13.29,9.66,2.11,49.59,344-6258
39.98,18.75,10.63,3.19,72.55,353-8928
29.58,23.89,8.87,2.62,64.96,365-7784
19.55,10.4,11.03,1.73,42.71,330-2635
25.79,15.17,10.31,3.54,54.81,344-3131
26.03,19.9,14.81,2.67,63.41,378-4294
37.16,12.74,9.21,2.48,61.59,343-9365
45.08,15.19,7.86,2.89,71.02,362-5579
24.36,15.34,8.29,2.73,50.72,366-7616
32.35,21.48,9.93,1.94,65.7,397-2870
31.4,22.27,10.78,3.32,67.77,408-3262
19.6,19.1,6.86,4.86,50.42,372-9091
19.21,14.38,7.05,2.48,43.12,410-3159
50.01,19.76,8.78,2.43,80.98,344-5181
36.65,14.26,9.32,1.73,61.96,396-8662
21.9,17.74,9.09,3.78,52.51,339-6446
35.9,26.56,8.01,2.89,73.36,384-7236
12.1,15.44,8.41,3.48,39.43,353-5257
16.13,21.52,7.88,3.83,49.36,369-7295
44.1,22.92,7.89,2.57,77.48,408-5322
36.69,24.24,8.64,1.86,71.43,344-9620
16.58,22.79,11.49,3.56,54.42,329-8436
24.91,14.44,10.75,2.21,52.31,414-6739
26.84,19.89,9.45,3.29,59.47,406-1730
23.78,19.01,10.84,3.43,57.06,336-9327
26.04,22.38,6.08,3.21,57.71,378-7418
17.6,27.14,10.8,2.27,57.81,412-6019
31.59,16.35,9,1.78,58.72,390-4789
22.02,30.11,6.55,2.94,61.62,386-9774
40.22,18.78,6.61,2.4,68.01,353-8970
44.27,17.7,9.36,2.7,74.03,410-5370
28.44,13.93,8.37,1.81,52.55,404-4421
30.97,18.05,10.49,2.51,62.02,409-3353
19.21,12.76,9.19,2.92,44.08,422-2571
31.57,19.98,11.54,4.56,67.65,412-3404
23.15,14.03,6.21,2.59,45.98,333-2964
37.84,16.18,9.05,3.11,66.18,406-6669
33.54,22.48,9.47,2.43,67.92,409-8802
24.04,15.84,9.45,2.08,51.41,354-6183
35.36,8.08,8.03,2.16,53.63,354-2434
20.15,15.11,11.51,3.27,50.04,389-7620
26.04,19.52,6.67,2.89,55.12,338-1724
18.41,15.61,7.95,3.65,45.62,399-1750
28.66,15.95,9.74,3.89,58.24,354-8914
42.02,25.81,4.74,2.51,75.08,409-2983
38.11,20.68,6.65,3.24,68.68,329-9689
28.37,18.85,10.98,3.46,61.66,337-8950
20.13,12.25,7.11,2.3,41.79,374-1836
32.45,19.26,10.35,2.11,64.17,359-9454
54.03,13,5.55,2.81,75.39,378-9542
53.04,15.3,7.59,3.46,79.39,344-1970
24.82,17.26,6.83,3.59,52.5,417-2774
22.37,15.24,11.3,4.19,53.1,333-9002
32.88,19.69,10.18,3,65.75,369-8576
31.47,18.11,8.82,2.3,60.7,372-6920
32.86,14.37,10.13,3.19,60.55,333-6575
24.89,16.7,10.35,2.11,54.05,410-1190
12.1,25.87,8.25,2.32,48.54,376-1641
20.94,16.15,7.66,3.48,48.23,329-6731
34.85,11.98,12.27,2.03,61.13,393-3976
21.88,20.47,10.7,3.46,56.51,388-7355
36.87,17.94,8.09,3.08,65.98,412-7791
25.5,18.57,9.56,2.65,56.28,368-6111
27.9,17.51,8.76,3.08,57.25,401-9420
36.04,19.26,8.71,2.4,66.41,352-5750
28.44,16.55,10.65,3.24,58.88,417-3702
26.25,18.46,8.34,3.75,56.8,353-5714
30.14,18,10.81,2.51,61.46,409-9494
39.3,22.76,10.81,2.38,75.25,395-1901
34.49,15.18,9.17,3.46,62.3,378-8342
25.43,17.06,8.15,3.86,54.5,417-6044
58.7,17.29,9.79,3.19,88.97,348-1163
45.03,23.9,7.47,2.27,78.67,337-4600
20.74,11.76,10.09,1.57,44.16,355-5922
30.12,22.98,10.42,3.78,67.3,369-5810
22.63,17.55,9.97,2.78,52.93,340-8291
38.27,23.76,10.52,2.38,74.93,354-7397
35.43,14.82,13.98,3.02,67.25,407-7464
29.43,21.01,7.14,3.11,60.69,386-6411
27.61,14.2,5.8,3.08,50.69,397-3746
47.8,15.15,10.99,1.73,75.67,410-5236
35.41,14.4,4.59,4.29,58.69,409-2412
41.38,23.27,12.73,3.81,81.19,400-7280
38.11,26.77,8.23,4.35,77.46,332-5820
32.18,20.34,4.04,2.67,59.23,373-4483
28.61,23.03,10.01,1.81,63.46,347-6717
39.59,12.93,15.49,2.89,70.9,380-2929
26.35,12.1,6.47,1.59,46.51,420-7692
26.25,17.32,7.14,3.19,53.9,380-6437
39.9,16.63,11.4,2.27,70.2,377-8309
40.8,11.99,5.8,1.92,60.51,407-2718
50.73,22.99,4.83,3.29,81.84,357-1938
28.22,20.07,6.04,2.94,57.27,381-3735
18.97,18.13,12.04,4.32,53.46,409-8453
29.67,15.32,8.06,2.89,55.94,395-6758
29.84,17.9,13.27,1.86,62.87,399-5424
26.78,16.12,10.22,3,56.12,409-4671
35.05,14.99,13.37,2.97,66.38,374-6525
35.28,17.09,7.4,2.03,61.8,406-8665
24.62,17.53,11.49,3.13,56.77,342-7716
44,11.01,8.71,2.94,66.66,417-2221
38.57,15.49,9.18,3.13,66.37,376-5213
25.99,14.55,11.57,3.24,55.35,348-7448
26.64,20.1,5.54,3.4,55.68,328-8179
25.64,25.15,11.12,3.38,65.29,389-4602
37.57,17.38,5.31,1.84,62.1,413-2238
54.81,24.07,9.43,1.81,90.12,402-3370
26.11,22.28,10.15,2.65,61.19,348-6008
36.57,11.81,6.58,3.35,58.31,371-5655
29.65,16.72,5.73,3.19,55.29,374-5224
30.69,19.55,10.46,2.86,63.56,371-1187
20.93,15.47,11.01,3.4,50.81,337-1100
28.17,21.88,7.69,2.7,60.44,421-8141
34.03,10.09,10.65,1.62,56.39,406-2678
26.32,24.45,9.38,1.59,61.74,415-9649
21.32,22.23,10.87,3.08,57.5,364-8128
31.31,26.57,11.88,3.29,73.05,356-7817
46.7,16.45,13.48,2.92,79.55,404-6357
24.14,20.54,13.59,3.05,61.32,398-2138
25.76,12.56,9.47,2.7,50.49,378-8029
21.22,11.31,7.21,2.86,42.6,386-4215
30.46,18.95,8.47,3.35,61.23,367-8156
41.89,15.47,7.09,3.27,67.72,382-8079
39.56,15.84,6.9,3.11,65.41,354-2985
48.96,21.74,10.5,3.62,84.82,373-6922
29.04,20.12,13.25,3.43,65.84,397-7125
36.74,16.79,9.8,2.65,65.98,333-6296
23.58,18.31,7.39,1.32,50.6,365-6022
35.82,20.29,11.41,2.48,70,365-1688
30.91,13.44,11.98,2.62,58.95,382-4872
10.47,21.68,10.17,3.35,45.67,367-6136
35.31,16.72,11.78,1.84,65.65,404-3592
37.26,14.2,7.26,2.7,61.42,415-2949
38.59,21.99,7.64,2.4,70.62,375-8880
41.8,20.41,7.14,2.4,71.75,335-6832
43.74,15.71,4.9,3.65,68,361-8367
20.59,18.36,10.58,4.35,53.88,408-2002
51.26,21.9,5.98,3.62,82.76,347-8659
39.76,18.61,8.23,2.57,69.17,376-2922
16.93,26.24,7.25,3.7,54.12,382-2182
28.87,15.56,17.77,3.43,65.63,408-2089
33.8,14.16,8.93,3.89,60.78,369-6890
19.75,19.52,9.19,2.73,51.19,347-2951
43.5,11.98,13.9,3.27,72.65,420-6324
31.91,18.79,6.56,2.7,59.96,402-7650
33.3,18.18,3.97,2.32,57.77,391-2702
22,15.76,9.21,0.3,47.27,383-3375
37.57,12.84,8.06,2.43,60.9,392-2733
23.89,15.88,10.22,2.57,52.56,397-9933
47.24,13.24,11.56,2.48,74.52,383-9306
38.23,21.25,9.72,1.81,71.01,369-1929
18.55,18.48,8.48,3.46,48.97,369-4377
35.33,10.5,13.12,1.54,60.49,366-9430
35,21.85,9.4,3.27,69.52,353-7407
52.46,12.82,8.94,1.97,76.19,359-7426
41.24,17.77,9.89,3.89,72.79,332-7391
39.03,11.74,11.29,0.89,62.95,405-6559
28.22,19.88,7.65,2.08,57.83,338-8784
24.62,17.05,9.4,3.59,54.66,415-6347
18.04,10.5,4.34,3.48,36.36,354-5058
37.71,14.11,9.46,3.56,64.84,342-5701
34.78,18.06,8.19,2.65,63.68,378-4179
36.3,14.16,5.49,3.81,59.76,407-6391
25.84,23.37,7.31,2.7,59.22,404-3105
44.34,13.91,12.23,4.59,75.07,390-9735
28.29,26.95,7.22,2.7,65.16,350-4820
30.24,14.22,10.07,4.1,58.63,383-8807
39.97,16.73,11.69,1.89,70.28,366-8382
31.76,14.76,11.29,2.62,60.43,402-9704
45.63,14.82,8.71,3.13,72.29,405-2209
32.66,21.23,5.97,1.97,61.83,397-3939
40.92,22.9,8.42,2.73,74.97,343-2689
30.58,12.73,7.57,2.65,53.53,383-9448
53.4,18.9,11.66,3.32,87.28,359-6232
27.54,27.6,7.2,3.21,65.55,369-9772
29.89,23.32,10.2,3.35,66.76,381-7003
18.6,17.64,6.08,3.13,45.45,352-6732
43.37,19.6,9.81,2.3,75.08,388-7540
35.48,14.73,11.91,2.24,64.36,356-3333
36.48,8.21,7.68,2.13,54.5,333-9664
8.36,12.23,9.14,3.27,33,363-3763
24.02,11.47,10.24,3.02,48.75,345-7900
43.04,20.22,6.94,2.62,72.82,400-5511
35.02,16.84,6.12,3.56,61.54,381-7597
6.87,14.65,6.53,2.43,30.48,404-9775
49.5,19.91,8.63,2.4,80.44,389-4608
12.1,10.6,7,3.16,32.86,403-1742
44.51,20.83,9.09,3.97,78.4,328-9797
32.52,22.23,8.2,2.7,65.65,359-9223
22.66,21.72,10.29,3.13,57.8,336-7696
31.21,17.32,7.51,1.62,57.66,369-2214
26.38,16.62,7.65,4.16,54.81,411-1325
48.13,15.76,14.08,1.65,79.62,410-7553
31.71,15.13,9.7,3.27,59.81,376-4284
27.76,11.56,11.21,1.16,51.69,334-2800
34.58,15.55,9.62,3.73,63.48,369-1904
30.28,18.09,10.18,2.7,61.25,359-3833
33.3,7.57,13.6,2.78,57.25,348-5569
50.2,10.83,7.51,2.59,71.13,342-1960
23.14,13.29,7.15,2.73,46.31,352-9050
19.4,13.73,7.93,3.51,44.57,390-5316
47.45,15.34,9.79,2.57,75.15,418-8568
28.78,11.86,8.87,3.24,52.75,401-4844
36.45,11.73,6.69,2.67,57.54,376-5471
43.49,12.13,8.15,3.16,66.93,409-2917
25.19,24.23,7.49,1.67,58.58,369-6308
20.28,19.03,9.54,2.35,51.2,357-7385
32.69,16.99,10.99,4,64.67,405-7119
41.68,18.46,10.94,3.75,74.83,405-3309
36.75,30.91,5.7,4.56,77.92,384-4938
29.31,21.81,10.59,0,61.71,377-2725
29.8,13.03,10.51,3,56.34,405-6398
28.73,16.05,9.6,3.59,57.97,355-9366
0.44,21.59,10.92,2.48,35.43,403-1128
31.3,17.99,10.93,2.67,62.89,384-9682
30.92,12.88,6.44,2.03,52.27,352-5393
27.22,17.85,6.26,2.92,54.25,395-1229
32.27,14.76,11.57,2.78,61.38,361-9195
37.94,18.4,9.66,3.35,69.35,351-6366
36.72,19.13,10.56,2.89,69.3,346-4919
33.75,22.66,10.95,2.16,69.52,354-9068
27.12,16.61,4.61,1.92,50.26,369-2743
17.85,15.35,7.83,2.75,43.78,343-1347
34.77,13.8,6.98,3.62,59.17,336-5495
46.58,19.7,12.76,1.67,80.71,376-4292
26.98,15.44,7.98,2.08,52.48,391-8677
39.08,17.2,7.71,3.83,67.82,350-7273
23.43,15.95,6.59,2.35,48.32,400-6454
30.5,22.98,8.59,2.13,64.2,422-3052
23.68,15.16,11.09,2.19,52.12,365-6756
1.33,14.57,8.39,3.48,27.77,406-4158
31.13,12.53,15.76,3.05,62.47,383-4641
35.17,22.3,6.72,2.89,67.08,368-5165
23.8,13.06,2.25,3.38,42.49,378-2432
30.46,24.08,12.84,1.57,68.95,362-4159
30.16,20.43,10.68,3.24,64.51,363-7979
19.65,14.26,6.38,3.4,43.69,334-9818
40.34,15.02,11.85,3.83,71.04,352-5787
30.86,15.9,9.91,2.84,59.51,332-3617
8.76,13.94,7.62,2.57,32.89,327-9957
26.47,15.76,8.67,2.21,53.11,338-7527
41.65,22.53,10.79,4.02,78.99,348-8711
22.39,13.86,9.05,2.89,48.19,421-3226
18.89,26.64,9.71,2.84,58.08,391-4358
15.05,27.61,3.6,2.21,48.47,379-2523
19.72,12.76,11.11,3.24,46.83,419-2369
26.44,11.31,11.39,2.46,51.6,382-1227
18.11,19.18,8.49,1.54,47.32,409-5749
29.78,16.93,9.89,3.56,60.16,362-7951
26.3,15.11,7.78,1.59,50.78,415-3537
42.02,19.17,8.38,1.65,71.22,373-3959
37.13,20.12,8.65,3.56,69.46,358-1346
38.68,19.97,7.49,2.43,68.57,381-8422
31.45,21.21,7.1,2,61.76,360-9005
31.76,21.54,12.29,3.32,68.91,344-5967
27,18,8.91,2.78,56.69,396-6390
35.48,18.09,8.01,2.3,63.88,346-5036
31.6,18.02,12.7,3.05,65.37,328-7252
37.83,14.42,11.89,2.43,66.57,360-1745
34.19,14.51,10.68,3.13,62.51,358-2046
28.54,20.71,9.54,2.46,61.25,344-6935
40.65,20.7,10.39,2.94,74.68,401-9665
29.87,18,6.21,2.48,56.56,399-5291
18.9,22.4,10.11,2.43,53.84,409-6588
14.91,18.26,9.06,2.92,45.15,358-5721
41.5,20.99,9,1.94,73.43,414-7446
28.05,10.82,12.8,2.08,53.75,329-9517
21.66,8.78,7.39,2.46,40.29,415-9553
33.12,24.88,10.11,1.49,69.6,413-3177
9.3,21.77,7.95,3,42.02,347-5113
48.18,19.05,10.86,3.89,81.98,330-2662
43.86,20.95,7.79,2.94,75.54,330-5824
15.39,17.99,8.77,2.51,44.66,411-1261
40.05,9.85,8.34,4.37,62.61,329-8788
24.23,19.67,5.9,2.7,52.5,333-7869
9.18,15.24,11.12,2.75,38.29,399-4800
36.52,11.14,9.76,2.54,59.96,402-2072
42.74,16.71,8.64,2.97,71.06,403-6187
23.63,21.31,12.88,1.65,59.47,355-2872
19.94,17.74,9.15,3.89,50.72,386-2970
44.88,11.24,8,2.86,66.98,389-6081
14.04,17.34,10.09,2.46,43.93,348-7556
29.89,21.56,5.78,3.08,60.31,334-9163
37.47,17.95,11.67,3.67,70.76,411-4293
