phone number,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction
344-4970,1,1,14,0,1,0,0,0,0,0,0,0,0
408-1486,1,1,12,0,0,0,0,0,0,0,0,1,0
396-1648,1,1,6,1,0,0,0,0,0,0,0,0,0
391-2022,1,1,13,0,0,0,0,0,0,0,0,0,1
420-6465,0,0,0,0,0,0,0,0,0,0,0,0,0
398-2628,2,1,23,0,0,0,1,0,0,0,0,0,0
409-5519,0,0,0,0,0,0,0,0,0,0,0,0,0
391-8554,1,1,23,1,0,0,0,0,0,0,0,0,0
395-1693,1,1,13,0,1,0,0,0,0,0,0,0,0
393-3194,0,0,0,0,0,0,0,0,0,0,0,0,0
328-3402,2,2,43,0,0,0,0,1,1,0,0,0,0
411-4781,1,1,15,0,0,0,0,0,0,0,1,0,0
401-2581,0,0,0,0,0,0,0,0,0,0,0,0,0
385-1214,1,1,19,0,0,0,0,0,0,0,1,0,0
348-6853,1,1,11,1,0,0,0,0,0,0,0,0,0
341-8412,1,1,16,1,0,0,0,0,0,0,0,0,0
330-8142,1,1,12,0,0,0,0,0,0,0,0,0,1
361-1404,0,0,0,0,0,0,0,0,0,0,0,0,0
375-9671,1,1,24,1,0,0,0,0,0,0,0,0,0
372-1824,1,1,12,1,0,0,0,0,0,0,0,0,0
408-3606,0,0,0,0,0,0,0,0,0,0,0,0,0
333-3595,2,2,34,0,0,0,1,0,0,0,0,1,0
379-7009,5,2,72,1,0,0,0,1,0,0,0,0,0
411-4940,1,1,2,0,1,0,0,0,0,0,0,0,0
409-7523,0,0,0,0,0,0,0,0,0,0,0,0,0
408-6725,3,1,12,0,0,0,0,0,0,1,0,0,0
350-2384,0,0,0,0,0,0,0,0,0,0,0,0,0
348-1706,3,0,0,0,0,0,0,0,0,0,0,0,0
415-6145,3,2,45,1,0,0,0,0,0,0,0,1,0
373-3731,1,1,12,0,0,0,0,1,0,0,0,0,0
341-3349,0,0,0,0,0,0,0,0,0,0,0,0,0
399-8859,3,2,25,1,0,0,0,1,0,0,0,0,0
377-4518,1,1,7,0,1,0,0,0,0,0,0,0,0
341-1594,0,0,0,0,0,0,0,0,0,0,0,0,0
418-8770,0,0,0,0,0,0,0,0,0,0,0,0,0
332-9118,0,0,0,0,0,0,0,0,0,0,0,0,0
386-1418,2,1,7,1,0,0,0,0,0,0,0,0,0
393-3535,2,1,18,0,0,0,0,1,0,0,0,0,0
328-9006,3,1,8,0,1,0,0,0,0,0,0,0,0
402-2482,0,0,0,0,0,0,0,0,0,0,0,0,0
408-4865,1,1,14,0,0,0,0,0,0,0,0,0,1
396-6247,1,1,11,1,0,0,0,0,0,0,0,0,0
396-9462,2,1,10,0,1,0,0,0,0,0,0,0,0
396-9279,2,2,54,0,1,0,0,0,0,0,0,0,1
363-8715,1,1,7,0,0,0,0,0,0,0,1,0,0
356-1358,3,1,12,0,0,1,0,0,0,0,0,0,0
360-7839,3,2,26,0,1,0,0,0,0,0,0,0,1
364-8774,2,1,13,0,0,0,0,0,0,0,1,0,0
348-5038,2,1,5,0,0,0,0,1,0,0,0,0,0
365-4728,1,1,15,0,0,0,0,0,0,0,0,1,0
351-9037,1,1,22,0,0,0,0,0,0,0,0,1,0
397-9184,7,3,62,0,2,0,0,0,0,1,0,0,0
398-4538,1,1,4,1,0,0,0,0,0,0,0,0,0
382-6827,2,1,18,0,1,0,0,0,0,0,0,0,0
408-1340,0,0,0,0,0,0,0,0,0,0,0,0,0
333-9511,4,2,69,0,0,0,0,0,1,0,1,0,0
358-7379,0,0,0,0,0,0,0,0,0,0,0,0,0
397-1766,1,1,6,0,1,0,0,0,0,0,0,0,0
331-2144,1,1,11,0,0,0,0,0,1,0,0,0,0
345-7014,1,1,8,0,0,0,0,0,0,1,0,0,0
395-1898,2,1,7,0,0,0,0,1,0,0,0,0,0
373-8920,2,1,20,0,0,0,0,0,0,0,1,0,0
373-8908,0,0,0,0,0,0,0,0,0,0,0,0,0
415-1203,2,0,0,0,0,0,0,0,0,0,0,0,0
369-7017,4,3,66,0,0,1,0,1,0,0,0,0,1
420-8435,2,2,40,0,0,0,0,0,0,1,0,0,1
395-2579,1,1,6,0,0,1,0,0,0,0,0,0,0
405-7850,2,1,24,0,0,0,0,0,1,0,0,0,0
394-7710,2,1,25,0,0,0,1,0,0,0,0,0,0
342-4122,2,1,19,0,1,0,0,0,0,0,0,0,0
340-1876,1,1,14,0,0,0,0,0,0,0,0,1,0
383-6095,5,4,145,1,0,1,0,0,0,0,1,0,1
413-1061,1,1,9,0,0,0,0,0,0,1,0,0,0
343-5347,0,0,0,0,0,0,0,0,0,0,0,0,0
376-4861,1,1,18,0,0,0,0,0,0,0,0,0,1
417-2265,2,2,40,0,0,1,0,1,0,0,0,0,0
419-7415,1,1,6,0,0,0,1,0,0,0,0,0,0
407-2259,1,1,23,0,0,0,0,1,0,0,0,0,0
333-2906,0,0,0,0,0,0,0,0,0,0,0,0,0
360-7477,0,0,0,0,0,0,0,0,0,0,0,0,0
342-5243,0,0,0,0,0,0,0,0,0,0,0,0,0
417-3999,0,0,0,0,0,0,0,0,0,0,0,0,0
379-1720,0,0,0,0,0,0,0,0,0,0,0,0,0
368-3117,1,1,14,0,0,0,0,0,0,0,0,1,0
352-5000,0,0,0,0,0,0,0,0,0,0,0,0,0
405-7676,7,4,105,1,0,0,0,1,1,0,0,0,1
361-2349,2,1,5,0,0,0,0,0,1,0,0,0,0
383-2901,0,0,0,0,0,0,0,0,0,0,0,0,0
369-7049,3,2,36,0,0,0,0,0,1,1,0,0,0
387-5533,1,1,24,0,0,0,0,0,0,0,1,0,0
362-3660,0,0,0,0,0,0,0,0,0,0,0,0,0
357-3577,0,0,0,0,0,0,0,0,0,0,0,0,0
394-3312,2,1,7,0,0,0,0,0,0,1,0,0,0
395-8330,1,1,5,0,0,0,0,0,0,0,0,1,0
373-8895,2,1,28,0,0,0,0,0,0,1,0,0,0
386-4581,1,1,14,0,0,0,0,0,0,0,0,0,1
354-8191,1,1,10,0,0,1,0,0,0,0,0,0,0
359-7562,1,1,2,0,0,0,0,0,0,0,0,0,1
359-4336,1,1,21,1,0,0,0,0,0,0,0,0,0
336-9901,2,0,0,0,0,0,0,0,0,0,0,0,0
406-3069,4,3,55,0,0,0,1,1,1,0,0,0,0
334-6519,0,0,0,0,0,0,0,0,0,0,0,0,0
361-8113,2,0,0,0,0,0,0,0,0,0,0,0,0
347-9769,1,1,3,0,0,0,0,0,0,0,0,0,1
352-9130,2,2,24,0,1,0,0,1,0,0,0,0,0
378-4557,1,1,22,0,1,0,0,0,0,0,0,0,0
360-8919,3,1,32,0,0,0,0,0,0,1,0,0,0
405-4109,0,0,0,0,0,0,0,0,0,0,0,0,0
381-2498,2,2,22,0,1,0,0,0,1,0,0,0,0
357-5696,1,1,23,0,0,0,1,0,0,0,0,0,0
412-2947,4,2,38,1,0,0,0,0,0,0,1,0,0
363-3571,3,3,76,0,0,0,0,1,2,0,0,0,0
405-5403,0,0,0,0,0,0,0,0,0,0,0,0,0
330-9354,2,2,35,0,1,0,0,0,0,0,1,0,0
396-7091,3,2,52,0,0,0,0,0,0,0,0,1,1
398-3004,0,0,0,0,0,0,0,0,0,0,0,0,0
400-4020,1,1,15,0,0,0,0,0,0,0,0,1,0
356-3448,1,1,5,0,0,0,1,0,0,0,0,0,0
335-2019,2,2,32,0,0,0,0,0,0,1,1,0,0
332-6633,1,1,20,1,0,0,0,0,0,0,0,0,0
359-7648,1,1,16,0,0,0,0,0,0,1,0,0,0
412-9190,1,1,3,0,0,0,0,1,0,0,0,0,0
368-9007,1,1,22,0,0,0,0,1,0,0,0,0,0
384-5632,1,1,2,0,0,1,0,0,0,0,0,0,0
352-6068,4,1,27,0,0,0,0,0,0,0,1,0,0
343-9645,2,0,0,0,0,0,0,0,0,0,0,0,0
384-7873,1,1,23,0,0,0,0,0,1,0,0,0,0
396-2187,2,2,28,0,0,0,0,0,0,1,0,1,0
383-5109,2,2,21,1,1,0,0,0,0,0,0,0,0
377-7843,0,0,0,0,0,0,0,0,0,0,0,0,0
382-7999,0,0,0,0,0,0,0,0,0,0,0,0,0
328-1222,4,3,44,0,0,0,0,0,0,0,0,1,2
371-1727,8,5,123,0,0,1,2,0,0,0,0,2,0
369-8871,2,1,28,0,0,0,0,0,0,0,0,0,1
335-9726,3,1,13,0,0,0,0,1,0,0,0,0,0
357-3709,1,1,2,0,0,0,0,1,0,0,0,0,0
422-9964,1,1,6,0,0,0,0,0,0,0,0,0,1
366-9211,2,2,39,1,0,0,0,0,0,0,0,0,1
384-9033,1,1,18,0,0,0,0,0,0,0,0,0,1
382-4932,6,3,77,0,1,0,0,0,1,1,0,0,0
404-7518,1,1,8,0,0,0,0,0,0,0,1,0,0
353-1954,3,2,56,0,0,0,0,0,0,1,0,0,1
391-7166,4,2,57,0,0,0,0,1,0,0,1,0,0
370-9000,1,1,11,0,0,0,1,0,0,0,0,0,0
332-3642,1,1,21,0,0,0,1,0,0,0,0,0,0
412-3898,2,2,34,0,0,0,1,0,1,0,0,0,0
366-5640,2,1,5,1,0,0,0,0,0,0,0,0,0
356-2302,3,2,18,0,1,0,0,1,0,0,0,0,0
345-9018,1,1,13,0,0,0,0,0,0,1,0,0,0
365-6205,0,0,0,0,0,0,0,0,0,0,0,0,0
337-1151,1,1,18,0,0,0,0,0,0,0,0,1,0
374-4664,1,1,20,0,0,0,1,0,0,0,0,0,0
396-9656,1,1,2,0,0,0,0,0,0,0,1,0,0
377-5043,1,1,21,0,0,0,0,0,0,0,1,0,0
401-7359,0,0,0,0,0,0,0,0,0,0,0,0,0
375-2184,3,2,21,0,0,0,0,0,1,0,1,0,0
367-6005,2,2,16,0,0,0,0,0,1,0,0,1,0
364-2166,1,1,15,1,0,0,0,0,0,0,0,0,0
414-4741,1,1,12,0,0,0,0,0,1,0,0,0,0
403-9719,2,1,28,0,0,0,0,0,0,0,0,1,0
371-8452,1,1,8,0,0,0,0,1,0,0,0,0,0
392-6239,1,1,21,0,0,0,0,0,0,0,1,0,0
410-5250,2,0,0,0,0,0,0,0,0,0,0,0,0
336-1574,0,0,0,0,0,0,0,0,0,0,0,0,0
406-8324,1,1,12,0,1,0,0,0,0,0,0,0,0
411-7110,1,1,4,0,0,0,0,0,0,0,0,0,1
341-9907,1,1,19,0,0,0,0,0,1,0,0,0,0
400-8952,0,0,0,0,0,0,0,0,0,0,0,0,0
333-9266,1,1,2,0,1,0,0,0,0,0,0,0,0
419-4894,0,0,0,0,0,0,0,0,0,0,0,0,0
364-9904,4,1,37,0,0,0,0,0,0,1,0,0,0
394-3048,1,1,22,0,0,1,0,0,0,0,0,0,0
352-6265,1,1,23,0,0,0,0,0,0,0,1,0,0
357-3187,0,0,0,0,0,0,0,0,0,0,0,0,0
373-8483,0,0,0,0,0,0,0,0,0,0,0,0,0
375-9930,0,0,0,0,0,0,0,0,0,0,0,0,0
352-6282,3,2,32,0,1,1,0,0,0,0,0,0,0
396-2945,1,1,7,0,0,0,0,0,0,1,0,0,0
412-3527,3,0,0,0,0,0,0,0,0,0,0,0,0
328-4231,2,1,29,0,0,1,0,0,0,0,0,0,0
413-9055,0,0,0,0,0,0,0,0,0,0,0,0,0
363-8755,3,1,23,0,0,0,0,1,0,0,0,0,0
388-8891,3,1,28,0,0,0,0,0,0,0,0,1,0
360-1776,0,0,0,0,0,0,0,0,0,0,0,0,0
411-3578,1,1,3,1,0,0,0,0,0,0,0,0,0
399-7268,1,1,19,0,0,0,0,0,0,0,0,1,0
350-1532,1,1,22,0,0,1,0,0,0,0,0,0,0
359-2197,3,1,17,0,0,0,0,0,0,0,0,0,1
407-9290,1,1,2,0,1,0,0,0,0,0,0,0,0
358-6672,1,1,2,0,0,0,0,1,0,0,0,0,0
393-4621,5,1,30,1,0,0,0,0,0,0,0,0,0
336-7357,1,1,5,0,0,0,0,0,0,0,0,0,1
351-1466,2,2,34,0,0,0,2,0,0,0,0,0,0
394-6668,5,3,101,0,0,0,0,0,2,0,1,0,0
403-2673,5,2,53,0,0,1,0,0,0,0,0,0,1
355-1735,2,0,0,0,0,0,0,0,0,0,0,0,0
416-7679,1,1,3,0,0,0,0,0,0,0,1,0,0
340-4972,2,0,0,0,0,0,0,0,0,0,0,0,0
417-4826,3,3,48,0,0,2,0,0,0,0,0,1,0
408-6676,1,1,8,0,0,0,0,0,0,0,0,0,1
417-6683,4,2,46,0,0,0,2,0,0,0,0,0,0
331-6270,1,1,21,0,0,0,1,0,0,0,0,0,0
404-9754,0,0,0,0,0,0,0,0,0,0,0,0,0
364-9425,3,2,23,0,0,1,0,1,0,0,0,0,0
339-6477,3,1,30,0,0,0,0,0,0,0,1,0,0
362-2787,2,1,23,0,0,0,0,0,0,0,0,1,0
405-9233,0,0,0,0,0,0,0,0,0,0,0,0,0
416-1845,0,0,0,0,0,0,0,0,0,0,0,0,0
385-9657,1,1,14,1,0,0,0,0,0,0,0,0,0
420-5652,2,0,0,0,0,0,0,0,0,0,0,0,0
415-1141,2,2,30,1,0,0,1,0,0,0,0,0,0
334-5634,1,1,24,0,0,0,0,0,0,0,0,0,1
403-4200,2,1,23,0,0,0,1,0,0,0,0,0,0
357-7893,0,0,0,0,0,0,0,0,0,0,0,0,0
369-2899,0,0,0,0,0,0,0,0,0,0,0,0,0
381-1026,1,1,20,0,0,0,0,0,0,1,0,0,0
388-8722,1,1,5,0,0,0,0,0,0,0,0,1,0
418-3135,3,1,23,1,0,0,0,0,0,0,0,0,0
380-3974,2,2,26,1,0,0,0,0,0,0,0,0,1
338-7232,0,0,0,0,0,0,0,0,0,0,0,0,0
334-5223,3,0,0,0,0,0,0,0,0,0,0,0,0
340-8323,1,1,22,0,0,0,0,0,0,0,0,0,1
337-6851,3,1,14,0,0,0,0,0,0,0,0,0,1
344-5973,1,1,19,0,0,0,0,0,1,0,0,0,0
335-2261,4,1,38,0,0,0,0,0,0,0,0,0,1
343-1458,1,1,21,0,1,0,0,0,0,0,0,0,0
415-4875,3,1,28,0,0,0,0,0,0,1,0,0,0
381-2726,3,3,86,0,0,1,1,0,0,1,0,0,0
395-3852,3,0,0,0,0,0,0,0,0,0,0,0,0
358-7914,0,0,0,0,0,0,0,0,0,0,0,0,0
332-6958,0,0,0,0,0,0,0,0,0,0,0,0,0
355-1019,3,3,79,0,0,0,2,0,0,0,1,0,0
382-9447,1,1,5,0,0,0,0,0,0,0,0,0,1
386-8536,2,2,36,0,0,0,1,0,0,0,0,1,0
363-3818,3,2,43,0,1,0,0,0,0,0,0,0,1
360-6416,0,0,0,0,0,0,0,0,0,0,0,0,0
332-8764,3,0,0,0,0,0,0,0,0,0,0,0,0
398-4814,3,3,41,0,0,0,0,2,0,0,1,0,0
410-5963,1,1,11,0,0,0,0,0,0,1,0,0,0
399-6642,1,1,2,0,0,0,0,0,0,0,1,0,0
390-9986,2,0,0,0,0,0,0,0,0,0,0,0,0
391-1793,1,1,18,0,0,0,0,0,0,1,0,0,0
352-5542,1,1,18,0,0,0,0,0,1,0,0,0,0
386-8118,1,1,8,0,0,0,0,0,0,1,0,0,0
394-9825,2,1,21,0,0,0,0,0,0,0,0,0,1
382-4952,2,2,55,0,0,0,0,1,0,0,0,1,0
387-2698,1,1,21,0,0,0,0,0,1,0,0,0,0
417-1360,1,1,19,0,0,0,0,0,0,0,1,0,0
408-4836,1,1,19,0,0,0,0,1,0,0,0,0,0
374-8329,0,0,0,0,0,0,0,0,0,0,0,0,0
363-8424,1,1,11,0,0,0,0,1,0,0,0,0,0
408-8910,5,2,42,0,0,0,1,1,0,0,0,0,0
399-3840,2,2,35,0,0,0,0,1,1,0,0,0,0
367-8692,2,1,29,0,0,0,0,0,0,1,0,0,0
387-4504,1,1,3,0,0,0,1,0,0,0,0,0,0
328-2647,3,1,15,0,0,1,0,0,0,0,0,0,0
369-7903,3,2,59,0,0,1,0,0,0,1,0,0,0
399-6852,1,1,22,0,0,0,0,0,1,0,0,0,0
335-4888,1,1,14,0,1,0,0,0,0,0,0,0,0
344-2260,1,1,4,0,0,0,0,0,0,1,0,0,0
349-4070,2,1,27,0,0,0,1,0,0,0,0,0,0
394-6505,2,2,32,0,1,0,0,0,0,0,0,1,0
419-3612,1,1,2,0,0,0,0,0,0,1,0,0,0
356-1952,3,2,23,0,0,0,0,1,0,1,0,0,0
416-7866,0,0,0,0,0,0,0,0,0,0,0,0,0
398-1759,4,3,63,1,1,0,0,0,0,0,1,0,0
338-9950,1,1,10,0,0,0,0,0,0,1,0,0,0
412-7278,3,2,37,1,0,0,1,0,0,0,0,0,0
347-1263,3,1,35,0,0,1,0,0,0,0,0,0,0
386-5684,2,2,24,1,0,0,0,1,0,0,0,0,0
334-4354,1,1,22,0,1,0,0,0,0,0,0,0,0
398-5970,1,1,23,0,0,0,0,0,0,0,1,0,0
330-3429,2,1,5,0,0,0,1,0,0,0,0,0,0
418-4637,0,0,0,0,0,0,0,0,0,0,0,0,0
393-7322,1,1,20,0,0,0,1,0,0,0,0,0,0
353-5557,1,1,18,0,0,0,0,0,1,0,0,0,0
411-5334,3,1,21,0,1,0,0,0,0,0,0,0,0
398-8588,2,0,0,0,0,0,0,0,0,0,0,0,0
374-7285,0,0,0,0,0,0,0,0,0,0,0,0,0
379-7215,3,2,35,0,0,1,1,0,0,0,0,0,0
357-7875,0,0,0,0,0,0,0,0,0,0,0,0,0
393-9677,0,0,0,0,0,0,0,0,0,0,0,0,0
345-9598,1,1,10,0,0,0,0,0,0,0,0,1,0
353-3203,2,2,18,0,1,0,0,0,0,1,0,0,0
330-7486,2,1,22,0,0,0,0,0,0,0,0,0,1
397-6425,1,1,3,0,0,0,0,0,0,1,0,0,0
338-1815,0,0,0,0,0,0,0,0,0,0,0,0,0
406-5023,4,1,14,0,0,0,0,0,0,0,0,0,1
368-2458,1,1,5,0,0,0,0,0,1,0,0,0,0
400-8375,0,0,0,0,0,0,0,0,0,0,0,0,0
387-8201,1,1,1,1,0,0,0,0,0,0,0,0,0
346-4360,2,1,12,0,1,0,0,0,0,0,0,0,0
412-8811,3,1,12,0,0,0,0,0,1,0,0,0,0
413-3990,1,1,21,0,0,0,0,0,1,0,0,0,0
345-2448,2,0,0,0,0,0,0,0,0,0,0,0,0
394-4512,2,0,0,0,0,0,0,0,0,0,0,0,0
400-8538,4,1,22,0,0,0,0,0,0,1,0,0,0
412-8769,0,0,0,0,0,0,0,0,0,0,0,0,0
390-1552,1,1,20,1,0,0,0,0,0,0,0,0,0
389-2477,2,1,7,0,0,0,0,0,0,0,0,0,1
389-4695,0,0,0,0,0,0,0,0,0,0,0,0,0
406-8037,1,1,14,0,0,0,0,0,1,0,0,0,0
382-9138,0,0,0,0,0,0,0,0,0,0,0,0,0
414-7942,3,2,47,0,0,1,0,0,0,1,0,0,0
348-7071,2,1,24,0,1,0,0,0,0,0,0,0,0
404-2942,1,1,20,0,0,0,0,1,0,0,0,0,0
348-3581,1,1,23,0,0,0,0,0,0,0,1,0,0
327-6764,4,3,70,0,0,0,2,1,0,0,0,0,0
405-2831,2,1,15,0,0,0,1,0,0,0,0,0,0
416-4351,1,1,10,1,0,0,0,0,0,0,0,0,0
419-3196,2,0,0,0,0,0,0,0,0,0,0,0,0
411-6211,2,1,14,0,0,0,0,0,0,0,0,1,0
391-8369,2,0,0,0,0,0,0,0,0,0,0,0,0
416-4464,0,0,0,0,0,0,0,0,0,0,0,0,0
347-1814,0,0,0,0,0,0,0,0,0,0,0,0,0
386-7337,0,0,0,0,0,0,0,0,0,0,0,0,0
375-8505,0,0,0,0,0,0,0,0,0,0,0,0,0
407-5056,2,2,37,0,0,0,0,1,1,0,0,0,0
367-8924,1,1,17,0,0,0,0,0,0,0,1,0,0
419-5171,3,2,52,1,1,0,0,0,0,0,0,0,0
396-7687,0,0,0,0,0,0,0,0,0,0,0,0,0
394-4548,0,0,0,0,0,0,0,0,0,0,0,0,0
382-6438,2,2,45,1,0,0,0,0,1,0,0,0,0
413-2194,2,1,12,0,0,0,0,0,0,1,0,0,0
366-2622,2,0,0,0,0,0,0,0,0,0,0,0,0
416-7591,0,0,0,0,0,0,0,0,0,0,0,0,0
355-2634,0,0,0,0,0,0,0,0,0,0,0,0,0
422-5350,2,1,30,0,1,0,0,0,0,0,0,0,0
329-2388,0,0,0,0,0,0,0,0,0,0,0,0,0
381-5273,3,1,17,0,0,0,0,1,0,0,0,0,0
421-6694,2,0,0,0,0,0,0,0,0,0,0,0,0
342-1702,0,0,0,0,0,0,0,0,0,0,0,0,0
381-4029,4,1,36,1,0,0,0,0,0,0,0,0,0
335-2967,2,0,0,0,0,0,0,0,0,0,0,0,0
416-6594,3,1,10,0,0,0,1,0,0,0,0,0,0
388-6026,0,0,0,0,0,0,0,0,0,0,0,0,0
367-1024,1,1,2,0,0,0,0,1,0,0,0,0,0
386-7118,4,3,89,0,0,1,1,0,0,0,0,1,0
346-2020,0,0,0,0,0,0,0,0,0,0,0,0,0
329-9067,0,0,0,0,0,0,0,0,0,0,0,0,0
329-6144,1,1,3,0,0,0,0,0,0,0,1,0,0
332-1502,1,1,16,1,0,0,0,0,0,0,0,0,0
342-8320,0,0,0,0,0,0,0,0,0,0,0,0,0
411-5748,1,1,4,0,0,0,0,0,0,0,1,0,0
381-9367,3,2,43,1,0,1,0,0,0,0,0,0,0
400-1280,1,1,5,0,0,0,0,1,0,0,0,0,0
360-5794,1,1,10,1,0,0,0,0,0,0,0,0,0
373-3538,3,2,69,0,1,0,0,0,0,0,1,0,0
394-9942,2,1,10,0,0,0,0,1,0,0,0,0,0
380-3329,2,1,16,0,1,0,0,0,0,0,0,0,0
334-7618,1,1,7,0,0,0,0,1,0,0,0,0,0
327-9289,1,1,4,0,0,0,0,0,0,0,0,1,0
351-2589,3,1,21,0,1,0,0,0,0,0,0,0,0
368-6892,2,0,0,0,0,0,0,0,0,0,0,0,0
337-9303,1,1,4,0,0,0,0,0,0,0,0,0,1
377-5258,0,0,0,0,0,0,0,0,0,0,0,0,0
348-5767,1,1,22,0,0,1,0,0,0,0,0,0,0
373-3549,0,0,0,0,0,0,0,0,0,0,0,0,0
422-8344,3,2,57,0,1,0,0,1,0,0,0,0,0
411-2958,3,2,59,0,0,0,0,1,0,0,0,1,0
384-2908,4,2,23,0,1,1,0,0,0,0,0,0,0
347-6393,2,1,13,0,0,0,0,0,1,0,0,0,0
385-7148,1,1,4,0,0,0,1,0,0,0,0,0,0
419-2767,3,2,49,1,0,0,0,0,1,0,0,0,0
375-1746,1,1,11,0,0,1,0,0,0,0,0,0,0
362-7870,1,1,21,0,1,0,0,0,0,0,0,0,0
410-3725,0,0,0,0,0,0,0,0,0,0,0,0,0
387-1535,3,2,55,1,0,0,0,0,0,0,1,0,0
329-2045,1,1,5,0,0,0,1,0,0,0,0,0,0
341-6743,0,0,0,0,0,0,0,0,0,0,0,0,0
336-8343,2,2,19,1,0,0,0,0,0,0,0,0,1
368-5758,2,1,16,0,0,0,0,0,0,0,0,0,1
346-8362,1,1,13,0,0,0,0,0,0,1,0,0,0
345-9690,2,1,19,1,0,0,0,0,0,0,0,0,0
339-9798,2,0,0,0,0,0,0,0,0,0,0,0,0
359-5731,2,1,21,0,0,0,0,0,0,0,0,1,0
373-2091,3,0,0,0,0,0,0,0,0,0,0,0,0
367-3439,2,0,0,0,0,0,0,0,0,0,0,0,0
367-1681,0,0,0,0,0,0,0,0,0,0,0,0,0
420-9973,1,1,14,0,1,0,0,0,0,0,0,0,0
351-4025,1,1,21,0,0,0,0,0,0,0,0,1,0
393-5897,0,0,0,0,0,0,0,0,0,0,0,0,0
384-7216,1,1,13,0,0,0,0,0,0,0,0,1,0
384-4595,1,1,1,1,0,0,0,0,0,0,0,0,0
329-9667,3,0,0,0,0,0,0,0,0,0,0,0,0
347-5063,2,0,0,0,0,0,0,0,0,0,0,0,0
345-8433,2,1,26,0,0,0,0,0,0,0,0,0,1
339-7602,1,1,20,0,0,0,0,0,0,0,0,0,1
332-1109,1,1,15,0,1,0,0,0,0,0,0,0,0
343-3296,0,0,0,0,0,0,0,0,0,0,0,0,0
366-2536,0,0,0,0,0,0,0,0,0,0,0,0,0
355-2293,1,1,24,0,0,0,0,0,0,0,1,0,0
350-9318,0,0,0,0,0,0,0,0,0,0,0,0,0
418-5300,0,0,0,0,0,0,0,0,0,0,0,0,0
395-2626,1,1,10,0,0,0,0,0,0,0,0,1,0
402-7372,3,2,40,1,0,0,0,0,0,0,0,1,0
337-9710,2,1,30,0,1,0,0,0,0,0,0,0,0
363-4967,2,0,0,0,0,0,0,0,0,0,0,0,0
400-5389,0,0,0,0,0,0,0,0,0,0,0,0,0
416-9162,2,2,48,0,0,0,0,0,0,0,1,1,0
414-6541,2,1,19,0,0,0,0,0,0,1,0,0,0
392-6647,1,1,2,0,0,0,1,0,0,0,0,0,0
343-2465,0,0,0,0,0,0,0,0,0,0,0,0,0
338-9171,3,1,21,0,0,0,0,0,0,0,0,1,0
405-4606,1,1,16,0,0,0,0,0,0,1,0,0,0
386-9711,1,1,11,0,0,0,0,0,0,1,0,0,0
327-8495,3,2,58,0,0,1,0,0,0,0,0,1,0
416-5660,4,2,70,0,0,0,0,0,0,2,0,0,0
370-3032,2,1,14,0,0,1,0,0,0,0,0,0,0
331-8462,3,2,56,0,0,0,1,0,0,0,0,0,1
414-4037,1,1,3,0,0,1,0,0,0,0,0,0,0
415-2865,1,1,23,0,0,0,0,0,0,0,1,0,0
362-2353,2,0,0,0,0,0,0,0,0,0,0,0,0
329-5114,2,1,18,0,0,0,0,0,1,0,0,0,0
351-1389,2,1,24,0,0,1,0,0,0,0,0,0,0
375-3668,1,1,3,0,0,0,0,0,0,1,0,0,0
375-5414,0,0,0,0,0,0,0,0,0,0,0,0,0
360-7079,2,2,46,0,0,0,1,1,0,0,0,0,0
344-9302,0,0,0,0,0,0,0,0,0,0,0,0,0
418-1775,2,0,0,0,0,0,0,0,0,0,0,0,0
401-2468,1,1,15,0,0,0,0,1,0,0,0,0,0
346-4984,2,1,24,0,1,0,0,0,0,0,0,0,0
351-2928,1,1,14,0,0,0,0,1,0,0,0,0,0
365-7774,4,3,76,1,0,0,0,2,0,0,0,0,0
358-3691,2,1,12,0,1,0,0,0,0,0,0,0,0
364-9059,3,2,43,0,0,0,0,1,1,0,0,0,0
356-7208,1,1,6,0,0,0,0,0,0,1,0,0,0
333-5551,0,0,0,0,0,0,0,0,0,0,0,0,0
362-6528,1,1,23,0,0,1,0,0,0,0,0,0,0
394-2560,3,2,44,0,0,0,0,0,0,0,0,0,2
367-3220,0,0,0,0,0,0,0,0,0,0,0,0,0
418-5708,4,3,72,1,0,0,0,0,0,0,1,1,0
421-2245,1,1,16,1,0,0,0,0,0,0,0,0,0
406-2242,0,0,0,0,0,0,0,0,0,0,0,0,0
347-6994,1,1,4,1,0,0,0,0,0,0,0,0,0
413-7468,0,0,0,0,0,0,0,0,0,0,0,0,0
389-6082,2,1,6,0,0,0,0,0,0,0,0,1,0
415-3689,2,2,43,0,0,0,0,1,0,1,0,0,0
379-2503,5,3,97,0,0,1,0,2,0,0,0,0,0
396-1106,3,2,54,1,0,1,0,0,0,0,0,0,0
379-4372,3,0,0,0,0,0,0,0,0,0,0,0,0
336-3738,2,2,22,0,0,0,1,0,0,0,1,0,0
380-2600,0,0,0,0,0,0,0,0,0,0,0,0,0
345-4473,6,6,143,1,0,0,1,1,0,0,2,0,1
380-9990,2,1,10,0,0,0,0,1,0,0,0,0,0
411-1045,1,1,21,0,0,0,0,0,0,1,0,0,0
