churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date
FALSE,MA,86,510,330-7483,602,61,Female,Retire,24/10/2016,24/10/2018
FALSE,WY,114,415,403-7775,798,62,Female,Retire,11/4/2016,11/4/2018
FALSE,VA,104,408,360-2479,728,58,Female,Senior Professional,20/06/2016,20/06/2018
FALSE,OR,148,415,394-3791,1036,38,Male,Sr Managers,17/08/2015,16/08/2017
FALSE,VA,129,408,384-2632,903,71,Male,Retire,28/12/2015,27/12/2017
FALSE,ME,100,510,359-8466,700,54,Male,Senior Professional,18/07/2016,18/07/2018
FALSE,AL,121,408,331-8909,847,69,Female,Retire,22/02/2016,21/02/2018
FALSE,GA,143,408,359-5160,1001,62,Male,Retire,21/09/2015,20/09/2017
FALSE,IA,76,510,330-9833,532,27,Female,Retire,2/1/2017,2/1/2019
FALSE,AZ,158,510,362-2314,1106,37,Female,student,8/6/2015,7/6/2017
FALSE,FL,116,510,338-8478,812,49,Male,Middle Management,28/03/2016,28/03/2018
TRUE,MT,54,415,387-5453,378,64,Male,Retire,5/6/2017,5/6/2019
TRUE,AL,86,415,380-3437,602,61,Male,Retire,24/10/2016,24/10/2018
FALSE,DE,108,510,365-8779,756,38,Female,Middle Management,23/05/2016,23/05/2018
FALSE,MT,66,510,407-2750,462,31,Female,Sr Managers,13/03/2017,13/03/2019
FALSE,KY,151,408,396-8265,1057,20,Male,student,27/07/2015,26/07/2017
FALSE,SC,99,510,397-4304,693,55,Male,Senior Professional,25/07/2016,25/07/2018
FALSE,WA,55,415,333-2611,385,46,Female,Middle Management,29/05/2017,29/05/2019
FALSE,OR,77,510,409-8814,539,58,Female,Senior Professional,26/12/2016,26/12/2018
FALSE,AK,78,408,336-5406,546,44,Male,Sr Managers,19/12/2016,19/12/2018
TRUE,GA,89,415,343-6940,623,68,Male,Retire,3/10/2016,3/10/2018
FALSE,MN,101,415,361-9923,707,56,Male,Senior Professional,11/7/2016,11/7/2018
FALSE,IL,44,415,350-6639,308,40,Male,Sr Managers,14/08/2017,14/08/2019
FALSE,IN,98,408,376-4300,686,61,Male,Retire,1/8/2016,1/8/2018
FALSE,SC,64,510,349-6567,448,18,Male,student,27/03/2017,27/03/2019
FALSE,VA,141,415,333-7749,987,61,Female,Retire,5/10/2015,4/10/2017
FALSE,WI,81,415,408-6089,567,18,Male,student,28/11/2016,28/11/2018
FALSE,VT,162,510,375-2165,1134,46,Female,Middle Management,11/5/2015,10/5/2017
FALSE,AZ,83,415,400-6999,581,25,Male,student,14/11/2016,14/11/2018
TRUE,FL,100,510,420-7823,700,75,Male,Retire,18/07/2016,18/07/2018
FALSE,AK,59,510,366-5241,413,46,Male,Middle Management,1/5/2017,1/5/2019
FALSE,AR,179,415,413-3412,1253,35,Female,Retire,12/1/2015,11/1/2017
FALSE,AR,79,408,406-2752,553,46,Female,Middle Management,12/12/2016,12/12/2018
FALSE,AK,117,415,337-8078,819,69,Male,Retire,21/03/2016,21/03/2018
TRUE,MS,64,408,402-1942,448,70,Female,Retire,27/03/2017,27/03/2019
FALSE,ME,31,415,371-7917,217,65,Female,Retire,13/11/2017,13/11/2019
FALSE,CA,124,408,343-6374,868,44,Female,Sr Managers,1/2/2016,31/01/2018
FALSE,NM,122,408,385-8730,854,37,Male,student,15/02/2016,14/02/2018
FALSE,NE,37,408,393-7892,259,68,Male,Retire,2/10/2017,2/10/2019
FALSE,SC,90,408,407-6748,630,36,Female,Retire,26/09/2016,26/09/2018
TRUE,CO,159,408,341-4463,1113,33,Female,Middle Management,1/6/2015,31/05/2017
FALSE,DE,148,415,351-2587,1036,74,Female,Retire,17/08/2015,16/08/2017
FALSE,OH,39,415,421-9752,273,68,Male,Retire,18/09/2017,18/09/2019
FALSE,MS,77,408,356-4001,539,45,Male,Middle Management,26/12/2016,26/12/2018
FALSE,OK,194,408,328-9869,1358,36,Male,Senior Professional,29/09/2014,28/09/2016
TRUE,CO,154,415,343-5709,1078,27,Male,Sr Managers,6/7/2015,5/7/2017
FALSE,NC,112,415,334-1872,784,20,Male,student,25/04/2016,25/04/2018
FALSE,MD,45,415,350-1040,315,45,Female,Middle Management,7/8/2017,7/8/2019
FALSE,KS,132,415,369-3214,924,22,Female,student,7/12/2015,6/12/2017
FALSE,MA,128,415,385-6778,896,54,Female,Senior Professional,4/1/2016,3/1/2018
FALSE,NC,135,415,383-7689,945,58,Male,Senior Professional,16/11/2015,15/11/2017
FALSE,NM,56,408,385-5722,392,26,Male,Middle Management,22/05/2017,22/05/2019
TRUE,CA,151,415,357-1909,1057,41,Female,Sr Managers,27/07/2015,26/07/2017
FALSE,NY,32,415,364-3567,224,36,Female,Retire,6/11/2017,6/11/2019
FALSE,AZ,90,415,422-4241,630,26,Male,student,26/09/2016,26/09/2018
FALSE,SD,87,415,370-2957,609,60,Male,Retire,17/10/2016,17/10/2018
FALSE,DC,138,415,329-6562,966,72,Male,Retire,26/10/2015,25/10/2017
FALSE,ND,79,408,363-3515,553,37,Female,Senior Professional,12/12/2016,12/12/2018
TRUE,MO,95,415,374-7787,665,66,Female,Retire,22/08/2016,22/08/2018
FALSE,KS,127,415,345-2931,889,63,Female,Retire,11/1/2016,10/1/2018
FALSE,SD,137,510,373-5732,959,50,Male,Middle Management,2/11/2015,1/11/2017
FALSE,OK,97,415,348-7437,679,47,Male,Middle Management,8/8/2016,8/8/2018
FALSE,OR,149,415,332-9460,1043,71,Female,Retire,10/8/2015,9/8/2017
FALSE,IN,117,415,355-6531,819,53,Female,Senior Professional,21/03/2016,21/03/2018
FALSE,OH,84,408,336-9390,588,27,Male,Senior Professional,7/11/2016,7/11/2018
FALSE,KS,137,415,346-8581,959,57,Female,Senior Professional,2/11/2015,1/11/2017
FALSE,CT,99,415,363-8824,693,67,Female,Retire,25/07/2016,25/07/2018
FALSE,NH,54,510,353-3351,378,70,Male,Retire,5/6/2017,5/6/2019
FALSE,WI,85,415,360-4320,595,47,Male,Middle Management,31/10/2016,31/10/2018
FALSE,MS,150,510,417-6252,1050,31,Female,Senior Professional,3/8/2015,2/8/2017
FALSE,WV,43,415,393-4949,301,66,Male,Retire,21/08/2017,21/08/2019
FALSE,MA,35,415,401-3156,245,20,Male,student,16/10/2017,16/10/2019
FALSE,MD,98,415,338-6283,686,25,Male,student,1/8/2016,1/8/2018
FALSE,PA,112,510,352-9017,784,67,Female,Retire,25/04/2016,25/04/2018
TRUE,WI,16,510,405-5305,112,48,Male,Middle Management,26/02/2018,26/02/2020
FALSE,TN,98,415,376-9249,686,32,Male,student,1/8/2016,1/8/2018
FALSE,TX,84,408,339-7139,588,30,Female,Middle Management,7/11/2016,7/11/2018
TRUE,OR,94,415,328-6011,658,66,Male,Retire,29/08/2016,29/08/2018
FALSE,IL,84,510,378-1303,588,27,Male,Middle Management,7/11/2016,7/11/2018
TRUE,DC,66,415,402-5155,462,61,Female,Retire,13/03/2017,13/03/2019
FALSE,GA,98,415,333-5430,686,62,Female,Retire,1/8/2016,1/8/2018
FALSE,ID,74,415,365-9696,518,29,Male,Sr Managers,16/01/2017,16/01/2019
FALSE,UT,96,408,410-4023,672,45,Male,Middle Management,15/08/2016,15/08/2018
FALSE,KY,119,510,411-7649,833,35,Male,Sr Managers,7/3/2016,7/3/2018
FALSE,OH,73,415,338-4065,511,31,Male,Retire,23/01/2017,23/01/2019
FALSE,WI,92,415,421-9401,644,32,Female,Sr Managers,12/9/2016,12/9/2018
FALSE,IL,21,415,343-9658,147,54,Male,Senior Professional,22/01/2018,22/01/2020
TRUE,DE,122,510,332-5521,854,71,Male,Retire,15/02/2016,14/02/2018
FALSE,RI,133,510,349-4369,931,44,Female,Sr Managers,30/11/2015,29/11/2017
FALSE,TX,145,415,351-4288,1015,50,Female,Middle Management,7/9/2015,6/9/2017
FALSE,OR,25,408,422-5874,175,21,Male,student,25/12/2017,25/12/2019
FALSE,NV,64,415,396-2324,448,44,Female,Sr Managers,27/03/2017,27/03/2019
FALSE,NE,85,415,416-5662,595,47,Female,Middle Management,31/10/2016,31/10/2018
FALSE,MS,126,415,363-9663,882,25,Female,Middle Management,18/01/2016,17/01/2018
FALSE,OR,76,415,410-9477,532,60,Male,Retire,2/1/2017,2/1/2019
TRUE,DE,113,415,352-4418,791,26,Male,student,18/04/2016,18/04/2018
TRUE,DE,224,510,361-6563,1568,56,Male,Senior Professional,3/3/2014,2/3/2016
FALSE,AZ,117,408,417-4404,819,41,Male,Sr Managers,21/03/2016,21/03/2018
FALSE,SD,128,408,372-8048,896,59,Male,Senior Professional,4/1/2016,3/1/2018
FALSE,NV,115,415,356-3646,805,48,Female,Middle Management,4/4/2016,4/4/2018
FALSE,NM,141,415,351-9604,987,42,Female,Sr Managers,5/10/2015,4/10/2017
FALSE,MN,51,510,355-9581,357,51,Male,Middle Management,26/06/2017,26/06/2019
FALSE,NJ,100,415,396-5189,700,39,Female,student,18/07/2016,18/07/2018
FALSE,IN,96,415,356-9187,672,53,Female,Senior Professional,15/08/2016,15/08/2018
FALSE,DC,112,415,394-5537,784,70,Male,Retire,25/04/2016,25/04/2018
FALSE,MA,129,510,408-2712,903,28,Female,student,28/12/2015,27/12/2017
FALSE,ME,163,415,404-4486,1141,69,Male,Retire,4/5/2015,3/5/2017
FALSE,NH,67,415,355-1113,469,48,Female,Middle Management,6/3/2017,6/3/2019
FALSE,AZ,140,408,411-4674,980,74,Female,Retire,12/10/2015,11/10/2017
FALSE,OR,49,510,376-4519,343,41,Male,Sr Managers,10/7/2017,10/7/2019
TRUE,KS,46,510,365-5979,322,55,Female,Senior Professional,31/07/2017,31/07/2019
FALSE,NE,148,415,382-2879,1036,47,Female,Middle Management,17/08/2015,16/08/2017
FALSE,MI,112,510,420-1383,784,52,Female,Senior Professional,25/04/2016,25/04/2018
FALSE,SC,78,415,411-7390,546,38,Male,student,19/12/2016,19/12/2018
FALSE,PA,61,408,383-8848,427,29,Female,Sr Managers,17/04/2017,17/04/2019
FALSE,MT,58,510,387-9301,406,48,Male,Middle Management,8/5/2017,8/5/2019
FALSE,NM,155,415,399-3164,1085,61,Male,Retire,29/06/2015,28/06/2017
TRUE,OH,100,510,385-8997,700,24,Female,student,18/07/2016,18/07/2018
FALSE,WY,113,510,352-6573,791,56,Male,Senior Professional,18/04/2016,18/04/2018
FALSE,MI,81,415,408-3384,567,62,Female,Retire,28/11/2016,28/11/2018
FALSE,AR,135,510,419-6033,945,21,Male,student,16/11/2015,15/11/2017
FALSE,FL,99,408,336-2090,693,40,Female,Sr Managers,25/07/2016,25/07/2018
FALSE,AR,59,510,343-7242,413,48,Male,Middle Management,1/5/2017,1/5/2019
FALSE,MO,135,510,376-1713,945,60,Female,Retire,16/11/2015,15/11/2017
FALSE,WI,85,408,381-5878,595,71,Male,Retire,31/10/2016,31/10/2018
FALSE,TX,70,510,390-5470,490,33,Male,Sr Managers,13/02/2017,13/02/2019
FALSE,TX,88,510,414-4803,616,53,Male,Senior Professional,10/10/2016,10/10/2018
FALSE,NM,55,510,382-5478,385,60,Female,Retire,29/05/2017,29/05/2019
FALSE,GA,75,415,333-7637,525,74,Female,Retire,9/1/2017,9/1/2019
FALSE,ID,79,510,341-1647,553,27,Male,Retire,12/12/2016,12/12/2018
FALSE,AL,85,408,411-4232,595,24,Male,Retire,31/10/2016,31/10/2018
FALSE,KS,86,408,339-2616,602,26,Female,Senior Professional,24/10/2016,24/10/2018
FALSE,SD,91,510,327-3850,637,75,Male,Retire,19/09/2016,19/09/2018
FALSE,LA,149,415,328-7209,1043,23,Male,Senior Professional,10/8/2015,9/8/2017
TRUE,OH,97,408,405-6189,679,60,Female,Retire,8/8/2016,8/8/2018
TRUE,MA,88,415,418-6737,616,26,Male,Senior Professional,10/10/2016,10/10/2018
FALSE,AZ,60,415,366-2212,420,18,Female,student,24/04/2017,24/04/2019
FALSE,KY,54,408,356-1420,378,50,Male,Middle Management,5/6/2017,5/6/2019
FALSE,DC,11,415,343-1323,77,73,Female,Retire,2/4/2018,1/4/2020
FALSE,WA,109,415,361-8239,763,74,Female,Retire,16/05/2016,16/05/2018
FALSE,UT,90,415,384-1621,630,45,Female,Middle Management,26/09/2016,26/09/2018
FALSE,RI,115,408,360-3525,805,23,Male,Retire,4/4/2016,4/4/2018
FALSE,OH,144,415,392-3813,1008,25,Male,Retire,14/09/2015,13/09/2017
FALSE,NV,91,408,337-6898,637,65,Female,Retire,19/09/2016,19/09/2018
FALSE,ND,105,415,366-8036,735,58,Female,Senior Professional,13/06/2016,13/06/2018
TRUE,NV,71,415,352-8327,497,65,Female,Retire,6/2/2017,6/2/2019
TRUE,FL,132,510,334-9505,924,40,Female,Sr Managers,7/12/2015,6/12/2017
FALSE,MD,112,415,336-5702,784,37,Male,Senior Professional,25/04/2016,25/04/2018
FALSE,AZ,86,415,392-2381,602,59,Female,Senior Professional,24/10/2016,24/10/2018
FALSE,AL,41,510,369-6880,287,42,Male,Sr Managers,4/9/2017,4/9/2019
FALSE,NE,44,415,416-8697,308,60,Female,Retire,14/08/2017,14/08/2019
FALSE,NV,78,408,345-3451,546,51,Female,Middle Management,19/12/2016,19/12/2018
FALSE,IL,149,408,379-2514,1043,34,Male,Sr Managers,10/8/2015,9/8/2017
TRUE,WV,72,510,418-6651,504,19,Male,student,30/01/2017,30/01/2019
FALSE,MI,139,415,421-3528,973,41,Female,Sr Managers,19/10/2015,18/10/2017
FALSE,AR,74,510,329-9046,518,26,Male,Retire,16/01/2017,16/01/2019
FALSE,UT,50,510,406-3890,350,58,Female,Senior Professional,3/7/2017,3/7/2019
FALSE,GA,141,510,403-8904,987,36,Male,student,5/10/2015,4/10/2017
FALSE,AZ,140,408,393-4086,980,69,Male,Retire,12/10/2015,11/10/2017
FALSE,ID,99,408,400-1367,693,59,Female,Senior Professional,25/07/2016,25/07/2018
FALSE,HI,166,408,377-9473,1162,35,Female,Sr Managers,13/04/2015,12/4/2017
FALSE,NV,124,408,396-3068,868,34,Female,Retire,1/2/2016,31/01/2018
FALSE,MD,74,415,331-9293,518,26,Male,student,16/01/2017,16/01/2019
FALSE,GA,117,510,347-1914,819,32,Female,Retire,21/03/2016,21/03/2018
FALSE,GA,85,510,395-1962,595,70,Female,Retire,31/10/2016,31/10/2018
FALSE,UT,36,415,401-5485,252,57,Female,Senior Professional,9/10/2017,9/10/2019
FALSE,MA,102,510,355-6560,714,52,Male,Senior Professional,4/7/2016,4/7/2018
FALSE,IN,76,415,363-3911,532,56,Male,Senior Professional,2/1/2017,2/1/2019
FALSE,VT,165,510,345-1998,1155,18,Male,student,20/04/2015,19/04/2017
FALSE,IA,130,415,361-5277,910,25,Male,student,21/12/2015,20/12/2017
FALSE,IN,78,415,376-7145,546,30,Female,Middle Management,19/12/2016,19/12/2018
TRUE,AL,55,415,375-2975,385,62,Female,Retire,29/05/2017,29/05/2019
TRUE,ME,92,415,376-8573,644,59,Male,Senior Professional,12/9/2016,12/9/2018
FALSE,RI,129,415,366-7360,903,65,Female,Retire,28/12/2015,27/12/2017
FALSE,MD,18,408,347-7898,126,43,Male,Sr Managers,12/2/2018,12/2/2020
FALSE,FL,161,415,390-7328,1127,70,Male,Retire,18/05/2015,17/05/2017
FALSE,CA,93,415,356-5491,651,74,Male,Retire,5/9/2016,5/9/2018
FALSE,AL,144,415,373-3251,1008,56,Male,Senior Professional,14/09/2015,13/09/2017
TRUE,ME,75,408,343-1965,525,22,Female,student,9/1/2017,9/1/2019
FALSE,WV,95,415,378-8019,665,36,Male,Senior Professional,22/08/2016,22/08/2018
FALSE,SD,126,415,386-1548,882,35,Female,student,18/01/2016,17/01/2018
FALSE,FL,124,415,397-1649,868,23,Female,Senior Professional,1/2/2016,31/01/2018
TRUE,MI,93,415,366-7247,651,36,Female,student,5/9/2016,5/9/2018
FALSE,MI,109,415,402-9691,763,30,Female,Middle Management,16/05/2016,16/05/2018
FALSE,NM,80,510,334-9806,560,37,Female,Senior Professional,5/12/2016,5/12/2018
FALSE,AK,41,415,378-7733,287,30,Female,Retire,4/9/2017,4/9/2019
FALSE,OH,136,415,407-2248,952,28,Female,Senior Professional,9/11/2015,8/11/2017
TRUE,MO,92,415,405-3916,644,69,Female,Retire,12/9/2016,12/9/2018
FALSE,KS,143,408,407-2081,1001,39,Female,Senior Professional,21/09/2015,20/09/2017
TRUE,MS,118,415,397-9148,826,23,Female,student,14/03/2016,14/03/2018
FALSE,VT,193,408,415-4857,1351,73,Female,Retire,6/10/2014,5/10/2016
FALSE,NE,73,415,354-7314,511,62,Male,Retire,23/01/2017,23/01/2019
FALSE,VA,62,408,346-5611,434,29,Male,Sr Managers,10/4/2017,10/4/2019
FALSE,DE,30,415,349-4703,210,43,Female,Sr Managers,20/11/2017,20/11/2019
TRUE,AL,60,408,411-7778,420,74,Female,Retire,24/04/2017,24/04/2019
FALSE,ID,148,510,421-1469,1036,21,Male,student,17/08/2015,16/08/2017
FALSE,MS,96,510,420-5990,672,34,Female,Sr Managers,15/08/2016,15/08/2018
FALSE,OK,52,408,389-4780,364,75,Male,Retire,19/06/2017,19/06/2019
FALSE,NM,87,415,357-2735,609,38,Female,Retire,17/10/2016,17/10/2018
FALSE,WI,41,408,409-4791,287,48,Male,Middle Management,4/9/2017,4/9/2019
FALSE,WV,112,415,380-5286,784,40,Female,Sr Managers,25/04/2016,25/04/2018
TRUE,SC,88,510,394-8402,616,70,Male,Retire,10/10/2016,10/10/2018
FALSE,KY,122,408,392-1616,854,24,Male,Sr Managers,15/02/2016,14/02/2018
FALSE,MO,61,408,364-1969,427,30,Female,student,17/04/2017,17/04/2019
FALSE,IL,87,510,390-4152,609,29,Female,Senior Professional,17/10/2016,17/10/2018
FALSE,OK,176,408,367-7039,1232,45,Female,Middle Management,2/2/2015,1/2/2017
FALSE,MI,30,510,391-6607,210,72,Male,Retire,20/11/2017,20/11/2019
FALSE,NJ,95,415,379-6652,665,44,Male,Sr Managers,22/08/2016,22/08/2018
FALSE,ID,46,415,384-1833,322,43,Male,Sr Managers,31/07/2017,31/07/2019
FALSE,DC,100,510,403-2455,700,28,Male,Sr Managers,18/07/2016,18/07/2018
FALSE,NY,47,415,391-1348,329,32,Female,Retire,24/07/2017,24/07/2019
FALSE,AL,77,415,408-4174,539,45,Male,Middle Management,26/12/2016,26/12/2018
FALSE,OR,98,415,366-4334,686,53,Male,Senior Professional,1/8/2016,1/8/2018
FALSE,OK,125,415,406-5059,875,36,Male,Retire,25/01/2016,24/01/2018
FALSE,LA,67,510,373-6784,469,63,Female,Retire,6/3/2017,6/3/2019
FALSE,NE,194,408,408-3532,1358,58,Male,Senior Professional,29/09/2014,28/09/2016
FALSE,TX,128,415,350-8680,896,39,Female,Retire,4/1/2016,3/1/2018
FALSE,UT,190,415,398-9870,1330,32,Female,Retire,27/10/2014,26/10/2016
FALSE,OR,165,415,343-3356,1155,27,Male,Sr Managers,20/04/2015,19/04/2017
FALSE,NY,59,408,415-4609,413,32,Female,Retire,1/5/2017,1/5/2019
FALSE,AL,47,408,404-5387,329,62,Male,Retire,24/07/2017,24/07/2019
FALSE,RI,150,415,415-8151,1050,63,Male,Retire,3/8/2015,2/8/2017
TRUE,MN,152,415,416-2778,1064,49,Female,Middle Management,20/07/2015,19/07/2017
FALSE,NC,26,415,393-3300,182,54,Male,Senior Professional,18/12/2017,18/12/2019
FALSE,MD,79,510,391-7661,553,38,Male,Retire,12/12/2016,12/12/2018
FALSE,RI,95,510,339-4317,665,43,Male,Sr Managers,22/08/2016,22/08/2018
TRUE,WI,69,510,418-6455,483,19,Male,student,20/02/2017,20/02/2019
TRUE,VT,95,510,378-3508,665,59,Female,Senior Professional,22/08/2016,22/08/2018
FALSE,CT,31,415,390-9359,217,74,Male,Retire,13/11/2017,13/11/2019
FALSE,OK,121,408,364-2495,847,52,Male,Senior Professional,22/02/2016,21/02/2018
TRUE,AK,111,415,364-7719,777,36,Female,Middle Management,2/5/2016,2/5/2018
FALSE,NY,157,415,421-1189,1099,63,Male,Retire,15/06/2015,14/06/2017
TRUE,GA,44,510,419-8987,308,27,Male,Sr Managers,14/08/2017,14/08/2019
FALSE,UT,61,510,402-9980,427,72,Female,Retire,17/04/2017,17/04/2019
FALSE,NM,65,415,376-5908,455,22,Female,student,20/03/2017,20/03/2019
FALSE,NE,74,415,400-3150,518,35,Female,Senior Professional,16/01/2017,16/01/2019
FALSE,NJ,123,408,336-1749,861,65,Male,Retire,8/2/2016,7/2/2018
FALSE,TX,58,408,420-1259,406,19,Female,student,8/5/2017,8/5/2019
TRUE,MT,74,408,339-7541,518,53,Female,Senior Professional,16/01/2017,16/01/2019
FALSE,CO,125,415,378-9029,875,74,Male,Retire,25/01/2016,24/01/2018
FALSE,VT,80,415,342-7514,560,52,Male,Senior Professional,5/12/2016,5/12/2018
FALSE,RI,53,408,422-4956,371,65,Male,Retire,12/6/2017,12/6/2019
FALSE,WY,99,408,389-8606,693,18,Male,student,25/07/2016,25/07/2018
FALSE,ID,99,415,406-7261,693,32,Male,Senior Professional,25/07/2016,25/07/2018
FALSE,CT,66,415,417-7973,462,75,Female,Retire,13/03/2017,13/03/2019
FALSE,ME,97,510,390-2891,679,72,Female,Retire,8/8/2016,8/8/2018
FALSE,AZ,75,510,385-7387,525,48,Male,Middle Management,9/1/2017,9/1/2019
FALSE,MD,85,510,362-2776,595,66,Female,Retire,31/10/2016,31/10/2018
FALSE,IN,108,510,329-1955,756,65,Male,Retire,23/05/2016,23/05/2018
TRUE,NC,133,408,344-3160,931,29,Male,Middle Management,30/11/2015,29/11/2017
FALSE,DE,51,510,406-2454,357,48,Male,Middle Management,26/06/2017,26/06/2019
FALSE,MN,186,415,335-3913,1302,68,Female,Retire,24/11/2014,23/11/2016
FALSE,WI,44,415,355-7705,308,37,Male,Retire,14/08/2017,14/08/2019
FALSE,FL,64,408,410-7108,448,41,Female,Sr Managers,27/03/2017,27/03/2019
TRUE,WV,44,510,419-1674,308,71,Female,Retire,14/08/2017,14/08/2019
FALSE,SD,114,415,351-7369,798,22,Male,student,11/4/2016,11/4/2018
FALSE,FL,92,415,349-9566,644,39,Male,Senior Professional,12/9/2016,12/9/2018
FALSE,OR,110,408,333-3421,770,74,Male,Retire,9/5/2016,9/5/2018
FALSE,CO,90,408,393-8199,630,67,Male,Retire,26/09/2016,26/09/2018
FALSE,CT,72,408,388-4879,504,62,Male,Retire,30/01/2017,30/01/2019
TRUE,IN,113,415,353-6007,791,36,Female,Senior Professional,18/04/2016,18/04/2018
FALSE,PA,171,415,416-1557,1197,35,Male,Retire,9/3/2015,8/3/2017
FALSE,NM,104,415,356-7217,728,51,Female,Middle Management,20/06/2016,20/06/2018
FALSE,ME,165,408,350-2012,1155,53,Female,Senior Professional,20/04/2015,19/04/2017
TRUE,SD,104,510,420-9838,728,46,Female,Middle Management,20/06/2016,20/06/2018
FALSE,AR,110,408,373-6379,770,50,Female,Middle Management,9/5/2016,9/5/2018
FALSE,TX,90,408,355-7293,630,60,Female,Retire,26/09/2016,26/09/2018
FALSE,NH,114,415,406-4588,798,37,Male,Retire,11/4/2016,11/4/2018
TRUE,OK,101,408,345-1524,707,46,Male,Middle Management,11/7/2016,11/7/2018
FALSE,WI,117,408,375-8493,819,66,Male,Retire,21/03/2016,21/03/2018
FALSE,AL,109,408,361-2924,763,65,Male,Retire,16/05/2016,16/05/2018
FALSE,PA,82,408,359-6163,574,25,Female,student,21/11/2016,21/11/2018
FALSE,OK,92,510,411-8140,644,41,Male,Sr Managers,12/9/2016,12/9/2018
FALSE,ME,82,510,381-9049,574,28,Male,Retire,21/11/2016,21/11/2018
FALSE,WV,90,415,344-4478,630,36,Male,Retire,26/09/2016,26/09/2018
FALSE,HI,87,408,360-2690,609,70,Female,Retire,17/10/2016,17/10/2018
FALSE,MN,124,510,410-7383,868,59,Female,Senior Professional,1/2/2016,31/01/2018
FALSE,NY,39,408,356-1889,273,18,Female,student,18/09/2017,18/09/2019
FALSE,AZ,84,415,341-2360,588,64,Female,Retire,7/11/2016,7/11/2018
FALSE,OH,75,510,370-3021,525,59,Female,Senior Professional,9/1/2017,9/1/2019
FALSE,MI,102,510,336-4656,714,48,Male,Middle Management,4/7/2016,4/7/2018
TRUE,MA,62,415,386-2810,434,69,Male,Retire,10/4/2017,10/4/2019
FALSE,WV,143,510,350-1354,1001,54,Male,Senior Professional,21/09/2015,20/09/2017
FALSE,MI,53,415,346-5707,371,72,Male,Retire,12/6/2017,12/6/2019
FALSE,NM,30,415,405-8370,210,69,Female,Retire,20/11/2017,20/11/2019
TRUE,MO,112,415,373-2053,784,24,Male,student,25/04/2016,25/04/2018
FALSE,RI,129,415,369-5222,903,37,Female,Retire,28/12/2015,27/12/2017
FALSE,NC,63,415,347-7420,441,18,Female,student,3/4/2017,3/4/2019
FALSE,WY,28,415,392-6856,196,40,Female,Sr Managers,4/12/2017,4/12/2019
FALSE,WY,111,415,371-5556,777,74,Female,Retire,2/5/2016,2/5/2018
FALSE,PA,91,510,334-5337,637,28,Male,Retire,19/09/2016,19/09/2018
FALSE,KY,90,415,334-8817,630,73,Female,Retire,26/09/2016,26/09/2018
FALSE,OR,151,510,339-1405,1057,20,Male,student,27/07/2015,26/07/2017
TRUE,NV,105,415,380-7742,735,66,Female,Retire,13/06/2016,13/06/2018
FALSE,DC,41,408,329-6191,287,44,Male,Sr Managers,4/9/2017,4/9/2019
FALSE,UT,48,510,340-3075,336,41,Male,Sr Managers,17/07/2017,17/07/2019
FALSE,WA,166,408,416-5849,1162,59,Male,Senior Professional,13/04/2015,12/4/2017
FALSE,FL,79,510,334-7443,553,36,Male,Retire,12/12/2016,12/12/2018
FALSE,VA,153,510,394-9121,1071,24,Female,Middle Management,13/07/2015,12/7/2017
TRUE,KS,110,415,383-1657,770,69,Male,Retire,9/5/2016,9/5/2018
