international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,phone number
no,yes,0.01,0.014,35,68.7,95,209.2,69,197.4,42,11.4,4,331-8909
no,yes,0.001,0.008,33,239.2,109,235.5,112,156.3,95,9.5,4,359-5160
no,no,0.018,0.008,0,198.3,130,217.1,86,188.4,96,12.5,3,330-9833
no,no,0.006,0.016,0,205.2,97,240.6,77,79.7,108,14.4,12,362-2314
no,no,0.012,0,0,192.1,98,312.9,135,130.2,94,7.9,2,338-8478
no,no,0.012,0.033,0,272.6,83,248.7,74,197.4,111,9.5,2,387-5453
no,no,0.012,0.025,0,128.3,121,197.1,93,138.4,152,12.2,5,380-3437
no,no,0.016,0.004,0,169.6,99,264.1,87,206.3,78,9.3,4,365-8779
no,no,0.003,0.008,0,201.3,95,152.8,66,233.2,101,7.5,4,407-2750
no,yes,0.017,0.013,17,214.7,97,138.5,90,169.1,44,8.6,4,396-8265
no,no,0.014,0.014,0,169.2,70,271.5,77,170.2,104,10.6,2,397-4304
no,no,0.003,0.005,0,194.1,121,176.6,110,302.8,136,7,7,333-2611
no,no,0.013,0.003,0,233.8,104,266.5,94,212.7,104,7.6,3,409-8814
no,no,0,0.014,0,225.1,67,199.2,127,175.5,102,14.6,2,336-5406
no,no,0.04,0.022,0,213,63,176.6,71,262.6,126,9.1,1,343-6940
no,no,0.017,0.014,0,183.9,115,255.9,101,275,145,10.8,11,361-9923
no,yes,0.004,0.006,34,221.8,105,161.7,85,227.7,62,14,7,350-6639
no,yes,0.01,0.008,21,64.6,98,176.1,86,244.8,84,0,0,376-4300
no,yes,0.003,0.005,37,154.6,92,83.4,103,165.9,99,13.3,3,349-6567
no,no,0.006,0.015,0,260.2,131,179.2,120,135,119,7.2,8,333-7749
no,yes,0.007,0.001,33,161.6,117,123,90,261.3,101,12.2,5,408-6089
no,no,0.008,0.01,0,220.6,117,155.2,121,186.7,89,10.5,11,375-2165
no,yes,0.016,0.01,41,155.9,122,162.3,107,127.6,105,13.1,5,400-6999
no,no,0.031,0.01,0,107,63,105.7,67,243.1,74,12.8,3,420-7823
no,no,0.001,0.007,0,182.5,104,204.7,95,229.9,100,11.3,8,366-5241
yes,yes,0.011,0.001,38,220.1,78,234.3,71,237.3,85,10.1,4,413-3412
no,no,0.016,0.004,0,152.2,112,177.2,132,96.4,87,5.3,3,406-2752
no,no,0.009,0.008,0,181.5,95,205.1,88,204,82,14.7,9,337-8078
yes,no,0.041,0.019,0,236.2,77,218.6,85,194.1,97,13.2,2,402-1942
no,no,0.01,0.004,0,166.1,105,79.3,93,213.7,98,12.7,2,371-7917
yes,no,0.005,0.014,0,244.6,89,188.8,80,206,114,11.3,4,343-6374
no,yes,0.002,0.001,23,134.2,85,227.3,132,122.4,96,8.5,2,385-8730
yes,yes,0.014,0.004,39,149.7,122,211.1,75,114.3,90,9.2,4,393-7892
no,yes,0.005,0.002,29,150.1,109,264.7,103,178.4,97,5.8,4,407-6748
yes,no,0.067,0.035,0,257.1,53,312.2,127,183,82,8.8,6,341-4463
no,no,0.004,0.015,0,124.4,83,179.7,81,253,99,11.3,6,351-2587
no,yes,0.017,0.008,36,141.7,121,232.3,113,222.1,131,12,5,421-9752
no,no,0.013,0.014,0,230,87,103.2,138,309.6,136,11.3,3,356-4001
no,no,0.01,0.002,0,162.3,88,213.7,118,192.1,81,10.9,2,328-9869
no,no,0.023,0.016,0,350.8,75,216.5,94,253.9,100,10.1,9,343-5709
no,no,0,0.007,0,193.3,96,264.1,123,128.6,115,9.1,3,334-1872
no,no,0.005,0.011,0,78.2,127,253.4,108,255,100,18,3,350-1040
no,no,0.019,0.004,0,83.4,110,232.2,137,146.7,114,7.6,5,369-3214
no,no,0.012,0,0,195.6,99,267.8,120,164.9,76,16,2,385-6778
no,no,0.001,0,0,201.8,81,225,114,204.4,82,10.3,6,383-7689
no,no,0.004,0.012,0,197,110,222.8,102,225.3,91,10.6,6,385-5722
yes,no,0.057,0.031,0,218,57,114.4,88,269.2,95,12.4,1,357-1909
no,no,0.009,0.016,0,164.8,98,229.9,96,167.3,108,14.8,2,364-3567
no,no,0.018,0.001,0,179.2,77,210.7,99,276.9,58,9.2,6,422-4241
no,yes,0.008,0.005,21,214,113,180,114,134.5,82,10.6,5,370-2957
no,no,0.015,0.016,0,170.5,87,118.2,116,187.9,111,11.2,7,329-6562
no,no,0.003,0.004,0,205.7,123,214.5,108,226.1,106,6.7,18,363-3515
yes,no,0.046,0.031,0,165.5,84,286.2,112,198.9,89,11.5,2,374-7787
no,no,0.009,0.005,0,221,100,160.7,113,233.1,96,6.8,4,345-2931
no,no,0.002,0.009,0,242.1,118,191,93,218.6,50,14.7,2,373-5732
no,no,0.006,0.013,0,151.6,107,155.4,96,240,112,14.7,4,348-7437
yes,no,0.009,0.009,0,176.2,87,145,81,249.5,92,5.7,4,332-9460
yes,yes,0.013,0.009,22,196,82,322.7,82,225.6,120,3.7,5,355-6531
no,no,0.007,0.014,0,159.5,125,247.1,90,187.9,82,7.2,4,336-9390
no,no,0.006,0.007,0,230.2,113,220.4,79,204.7,111,10.7,7,346-8581
no,no,0.011,0.01,0,146.7,64,274,99,321.3,98,8.9,1,363-8824
no,no,0,0.01,0,210.5,102,204.5,83,127.8,53,8.5,5,353-3351
no,no,0.008,0.001,0,102,95,270.2,139,148.2,105,10.7,3,360-4320
no,no,0.003,0.014,0,126,99,238.5,73,285.1,100,10.2,6,417-6252
no,no,0.017,0.01,0,168.4,125,243.8,89,214.7,102,11.1,2,393-4949
no,no,0.012,0.001,0,105.6,129,258.2,129,213.1,77,8.7,3,401-3156
no,no,0.01,0.006,0,206.5,92,176.2,152,232.8,115,12.4,5,338-6283
no,no,0.013,0.002,0,217.1,76,205.2,100,185.7,91,9.4,3,352-9017
no,no,0.06,0.018,0,229.6,78,205.7,108,166.2,91,10.8,2,405-5305
no,yes,0.016,0.016,22,278.3,89,93.4,143,107.6,42,9.7,5,376-9249
no,no,0.012,0.015,0,138.6,102,199,93,204.1,137,7.8,4,339-7139
no,no,0.06,0.02,0,234.4,103,279.3,109,234.2,121,2,2,328-6011
no,no,0.014,0.008,0,181.5,129,130.7,112,186.5,118,8.5,4,378-1303
no,no,0.034,0.032,0,167.3,91,230,68,191.7,118,10.6,5,402-5155
no,yes,0.008,0.016,31,121,105,218.9,98,226.7,110,12,1,333-5430
no,no,0.002,0.01,0,221.1,124,110.8,94,240.1,112,10.6,3,365-9696
no,yes,0.013,0.006,26,145.8,108,192.2,89,165.1,96,9.9,2,410-4023
no,no,0.014,0.015,0,222.8,122,163.2,107,160.6,112,11.2,6,411-7649
no,no,0.01,0.004,0,183.4,80,242,115,201.4,100,7.5,3,338-4065
yes,no,0.014,0.001,0,264.3,91,160.9,115,198.6,73,9.3,5,421-9401
no,no,0.011,0.007,0,146,78,109.7,79,247.4,108,6.8,7,343-9658
no,no,0.061,0.024,0,157.1,134,184.9,122,197.2,59,8.5,5,332-5521
yes,no,0.014,0.005,0,127.3,108,251.3,81,135,88,10.3,3,349-4369
no,no,0.004,0.011,0,187.9,110,197,117,167,108,4.8,4,351-4288
no,no,0,0.004,0,178.8,90,141.2,72,203,99,8.4,5,422-5874
no,no,0.009,0.014,0,97.2,80,186.2,90,189,92,10.4,6,396-2324
no,no,0.007,0.007,0,259.8,85,242.3,117,168.8,72,5.4,1,416-5662
no,no,0.019,0,0,256.5,112,199.5,90,188.3,122,7,5,363-9663
no,no,0.012,0,0,169.5,77,124,87,219.4,92,10,3,410-9477
no,no,0.051,0.032,0,239.7,47,282.9,110,238.4,88,8.7,3,352-4418
yes,no,0.043,0.014,0,171.5,99,160,103,212.4,102,5,2,361-6563
no,no,0.011,0.005,0,239.9,84,174.8,106,209.5,93,9.8,2,417-4404
no,yes,0.018,0.004,34,142.3,73,194.8,79,239.3,81,16,6,372-8048
no,no,0.011,0.005,0,184.1,98,327,73,212.5,106,7.5,6,356-3646
no,yes,0.012,0.014,28,206.9,126,264.4,126,171.8,124,9.3,11,351-9604
no,no,0.001,0.005,0,259.9,114,176.2,94,77.2,112,15.3,1,355-9581
no,no,0.01,0.009,0,203.8,122,283.1,76,197.3,83,12.5,3,396-5189
no,yes,0.003,0.01,45,248.8,124,140.3,77,263.6,102,10.3,2,356-9187
no,yes,0.012,0.01,16,221.6,110,130.2,123,200,108,11.3,3,394-5537
yes,no,0.009,0,0,192.9,131,185.5,101,205.2,130,10.9,4,408-2712
no,no,0.015,0.007,0,122.4,129,113.4,108,180.2,97,12.5,7,404-4486
no,yes,0.011,0.01,40,104.9,65,216.3,93,217.4,128,9.6,9,355-1113
no,no,0.018,0.016,0,173.2,91,196.8,106,209.3,128,11.2,5,411-4674
no,no,0.01,0.002,0,119.4,69,273.3,92,214.4,153,12.4,7,376-4519
no,no,0.056,0.035,0,250.3,100,260.6,90,195,104,13.3,2,365-5979
no,no,0.009,0,0,178.3,98,282.6,110,181,98,11.4,4,382-2879
no,no,0.015,0.005,0,243.4,77,182.1,97,259.2,94,12.8,2,420-1383
no,no,0.019,0.003,0,155,106,175.3,101,155.6,125,11.8,5,411-7390
no,yes,0.01,0.006,31,288.7,101,203.8,102,203.2,49,8.6,3,383-8848
no,yes,0,0.014,29,240.4,80,118.9,91,164.2,108,11.2,3,387-9301
no,no,0.001,0.004,0,190.3,123,301.3,96,214.6,134,8,3,399-3164
no,no,0.06,0.019,0,278,76,176.7,74,219.5,126,8.3,4,385-8997
no,no,0.001,0.002,0,155,93,330.6,106,189.4,123,13.5,3,352-6573
no,no,0.001,0,0,153.5,99,197.6,102,198.5,86,6.3,2,408-3384
no,yes,0.017,0.002,27,273.4,141,154,99,245.8,112,12.3,6,419-6033
no,no,0.018,0.015,0,155.3,93,265.7,95,145.7,67,12.4,4,336-2090
no,yes,0.018,0.001,29,133.1,114,221.2,82,131.6,103,6.8,3,343-7242
no,no,0.006,0.014,0,246.8,129,187.8,121,154.5,109,12.6,5,376-1713
yes,no,0.013,0.004,0,165.4,107,196,126,349.2,110,9.6,7,381-5878
no,no,0.014,0.007,0,59.5,103,257.2,106,208.3,86,11.1,6,390-5470
no,no,0.009,0.008,0,138.3,116,236,138,179.1,110,9.6,4,414-4803
no,no,0.018,0.009,0,286.7,100,134.4,121,192.9,122,6.9,5,382-5478
no,no,0.011,0,0,117.3,114,201.1,61,107.9,82,12.2,3,333-7637
no,yes,0.012,0,21,264.3,79,202.8,118,173.4,92,6.3,3,341-1647
no,no,0,0.015,0,127.9,107,271.2,124,202.2,76,12.5,5,411-4232
no,yes,0.015,0.002,23,225.5,107,246.3,105,245.7,81,9.8,2,339-2616
no,no,0.014,0.01,0,149,115,245.3,105,260,94,8.3,3,327-3850
no,yes,0.019,0.005,20,198.9,77,274,88,190.7,76,14.3,9,328-7209
no,no,0.042,0.018,0,256.4,125,273.9,100,222.7,101,11.1,1,405-6189
no,no,0.065,0.016,0,264.8,124,245.4,112,160.5,115,14.8,2,418-6737
no,no,0.016,0.005,0,98.2,88,180.5,69,223.6,69,9.3,2,366-2212
no,no,0.01,0.01,0,159.8,99,264,64,115.7,70,9.7,7,356-1420
no,yes,0.015,0.015,28,190.6,86,220.1,122,180.3,80,6,3,343-1323
no,no,0.007,0.016,0,184,120,120.4,119,153.7,86,11,3,361-8239
no,no,0.014,0.01,0,261.8,128,220.6,104,136.6,91,9.6,5,384-1621
no,no,0.012,0.011,0,147.9,109,228.4,117,299.7,90,9.6,9,360-3525
no,yes,0.014,0.007,18,106.4,109,108.1,113,208.4,111,10.1,5,392-3813
no,no,0.008,0.014,0,133.7,75,195.3,87,280.5,89,5.9,2,337-6898
no,yes,0.011,0.003,23,193.5,85,220.2,90,272.4,111,8.5,5,366-8036
yes,no,0.048,0.017,0,178.2,113,167.8,94,182.1,111,13.6,3,352-8327
no,yes,0.016,0.02,36,226.2,103,181.6,125,258.8,102,10.5,5,334-9505
no,no,0.01,0.009,0,170.4,103,200.2,71,258.3,100,11.6,4,336-5702
no,yes,0.019,0.011,32,70.9,163,166.7,121,244.9,105,11.1,5,392-2381
no,yes,0.019,0.008,34,194.4,63,254.9,110,160.2,115,17.2,9,369-6880
no,no,0.008,0.016,0,240.3,146,164.6,83,240.7,106,10.6,2,416-8697
no,no,0.02,0.013,0,75,116,248.7,87,176,83,9.5,6,345-3451
no,no,0.019,0.015,0,69.1,117,136.3,100,181.7,53,6.3,3,379-2514
no,yes,0.038,0.021,33,96.6,59,315.4,98,163.3,117,6.2,4,418-6651
no,yes,0.009,0.016,20,214.6,101,235.1,132,162.8,132,14.8,12,421-3528
no,no,0.001,0.003,0,148.5,111,146.5,42,289.2,83,9.9,6,329-9046
no,no,0.012,0.012,0,258.1,106,161.4,106,225.1,110,11.7,5,406-3890
no,yes,0.013,0.011,23,149.7,112,162.5,118,220.3,115,7.6,2,403-8904
no,no,0.014,0.002,0,149.8,134,164.4,98,294.7,124,8.1,2,393-4086
no,no,0.009,0.014,0,190.4,102,158.1,107,271.5,92,11.2,4,400-1367
no,no,0.006,0.007,0,181.4,108,253.8,54,112.3,94,11.6,6,377-9473
no,no,0.014,0.006,0,151.1,123,187.4,104,255.4,93,5.3,3,396-3068
no,no,0.014,0.006,0,155.7,116,173.7,63,257.4,97,8.1,4,331-9293
no,no,0.007,0,0,149.9,95,256.1,110,212.7,92,13.3,13,347-1914
no,no,0.008,0.011,0,222.3,132,231.5,101,223.5,75,11,2,395-1962
no,yes,0.016,0.013,16,149.4,111,131.8,113,132.7,87,6.7,2,401-5485
yes,no,0.012,0.005,0,233.8,103,221.6,131,146.9,106,12.8,3,355-6560
no,no,0,0.005,0,204.2,100,292.6,139,244.3,105,10.5,2,363-3911
no,no,0.008,0.016,0,242.9,126,209.8,65,228.4,126,0,0,345-1998
no,no,0.013,0.007,0,150.4,119,230.5,99,186.3,76,12.3,4,361-5277
no,no,0.01,0.016,0,208.9,119,252.4,132,280.2,120,12.8,7,376-7145
yes,no,0.063,0.025,0,191.9,91,256.1,110,203.7,101,14.3,6,375-2975
yes,no,0.066,0.033,0,130.7,113,260.6,122,244.2,98,9.4,2,376-8573
no,yes,0.004,0.006,33,119.6,104,278.7,88,263.4,175,5.9,2,366-7360
no,no,0.005,0.016,0,273.6,93,114.6,116,250.6,120,8.2,4,347-7898
yes,no,0.014,0.003,0,156.1,114,180.3,63,179.6,115,11.1,9,390-7328
no,yes,0.017,0.007,36,178.7,134,178.6,102,126.8,82,8,4,356-5491
no,no,0.019,0.005,0,177.5,93,287.4,75,180.5,118,11.9,3,373-3251
yes,no,0.062,0.021,0,211.3,61,105.6,119,175.9,63,9.7,4,343-1965
no,no,0.012,0.007,0,175.2,91,244.4,109,75.8,95,7.5,2,378-8019
no,yes,0,0.001,23,114.3,102,190.3,103,240.4,111,12.6,7,386-1548
no,yes,0.004,0.004,28,251.4,104,225.1,89,251.9,121,7.5,5,397-1649
yes,no,0.025,0.03,0,216.9,61,207.4,120,221.7,110,17.5,5,366-7247
yes,yes,0.018,0.013,26,217.2,138,145.5,111,280.7,76,9.3,3,402-9691
no,no,0.009,0.006,0,206.3,97,154.9,98,263.6,82,12.4,12,334-9806
no,no,0.005,0.012,0,159.3,66,125.9,75,261.9,76,11.1,5,378-7733
no,yes,0.013,0.002,31,143.1,88,236.6,65,227.8,120,11.4,5,407-2248
no,no,0.062,0.03,0,154,122,329.8,88,288,117,5.6,2,405-3916
no,yes,0.007,0,24,186.6,69,222,116,234.9,138,11.6,5,407-2081
no,yes,0.031,0.02,26,170.8,114,199.5,125,169.7,98,9.6,5,397-9148
no,yes,0.01,0.008,17,124,102,202.9,81,205.1,129,12.3,3,415-4857
no,no,0.011,0.01,0,198.3,94,279.3,101,146.2,87,14.8,8,354-7314
no,no,0.02,0.007,0,172.8,101,204.8,97,240.8,90,9.1,8,346-5611
no,yes,0.011,0.016,30,217.4,74,213.8,86,227.2,104,6.6,3,349-4703
yes,yes,0.015,0.018,29,265.9,113,215.8,94,108.1,82,14,12,411-7778
no,yes,0.011,0.01,14,93.6,137,193.8,72,144.9,84,17.5,5,421-1469
no,no,0,0.015,0,98.2,100,307.2,88,182.5,120,7.6,1,420-5990
no,no,0.014,0.007,0,214.7,68,158.6,138,123.4,114,9.4,4,389-4780
no,no,0.019,0.002,0,168.2,92,224.7,100,169.5,99,12.9,3,357-2735
no,no,0.014,0.004,0,202.9,97,153.8,104,113.5,92,9,3,409-4791
no,no,0.011,0.001,0,261.4,108,154.5,102,130.9,90,11.6,2,380-5286
no,no,0.016,0.011,0,73.3,86,161.4,82,239.6,76,8.2,3,394-8402
no,yes,0,0.004,27,253.7,84,229.2,109,190.5,123,9.2,5,392-1616
no,no,0.013,0.011,0,45,108,151.3,74,152.9,94,9.8,6,364-1969
no,no,0.007,0.007,0,231.3,105,171.7,108,67.7,136,13,6,390-4152
no,no,0.01,0,0,47.4,125,167.8,90,163.1,107,10.5,8,367-7039
no,no,0.013,0.009,0,227.4,88,182.5,100,191.7,134,12.5,3,391-6607
no,yes,0.014,0.002,22,40.9,126,133.4,90,264.2,91,11.9,7,379-6652
no,no,0.007,0.016,0,124.8,133,157.3,143,199.3,72,8.6,4,384-1833
yes,no,0,0.012,0,68.5,110,337.1,115,205.2,99,12.1,9,403-2455
no,yes,0.009,0.003,37,163.5,77,203.1,102,232,87,7.8,4,391-1348
no,no,0.019,0.015,0,163,112,219.1,89,233.4,66,6.7,3,408-4174
no,yes,0.02,0.004,38,213.7,61,253,104,207.7,73,10.7,5,366-4334
no,yes,0.015,0.011,36,201.3,117,42.2,78,125.7,104,5.4,3,406-5059
no,no,0.003,0.012,0,310.4,97,66.5,123,246.5,99,9.2,10,373-6784
no,no,0.016,0.002,0,48.4,101,281.1,138,218.5,87,18.2,1,408-3532
no,yes,0.016,0.014,40,171.2,88,145.7,109,196.8,93,14,6,350-8680
no,yes,0.001,0.003,22,166.5,93,183,92,121,102,8.5,3,398-9870
no,no,0.007,0.008,0,216.6,126,190.8,104,224.7,123,12.4,8,343-3356
no,no,0.001,0.01,0,107.8,113,216.6,125,217.5,92,9.9,3,415-4609
no,yes,0.002,0.012,28,141.3,94,168,108,113.5,84,7.8,2,404-5387
no,yes,0.01,0.002,29,209.9,77,158,52,141.9,113,6.6,1,415-8151
yes,yes,0.012,0.032,20,237.5,120,253.4,94,265.2,80,14.2,3,416-2778
no,no,0.019,0.014,0,234.5,109,216.5,129,191.6,94,3.5,6,393-3300
no,yes,0.005,0.01,31,103.1,90,243,135,76.4,92,12.2,8,391-7661
no,yes,0.013,0.006,27,129.5,106,248.9,90,268,115,11.9,3,339-4317
yes,no,0.062,0.029,0,279.8,90,248.7,91,171,118,8.4,10,418-6455
yes,yes,0.035,0.032,41,136.8,91,200.8,61,133.7,67,10.3,9,378-3508
no,yes,0.001,0,31,100.1,54,246.3,97,255,131,5.9,3,390-9359
no,yes,0,0.004,31,237.1,63,205.6,117,196.7,85,10.1,5,364-2495
no,no,0.052,0.025,0,172.8,58,183.1,108,158.8,104,7.9,3,364-7719
no,no,0.003,0.013,0,224.5,111,200.7,99,116.6,118,11.5,2,421-1189
no,no,0.039,0.019,0,288.1,112,258,92,192.4,90,10.2,4,419-8987
yes,no,0.002,0.011,0,78.2,103,195.9,149,108,100,10.1,6,402-9980
no,no,0.016,0.004,0,148.7,80,259,94,149.5,107,12.7,6,376-5908
no,yes,0.016,0,25,194.6,84,119.9,103,175.5,75,13.1,2,400-3150
no,no,0.006,0.001,0,159.5,77,303.8,92,226.9,120,12,4,336-1749
no,yes,0.007,0.008,20,194.5,110,213.7,89,236.6,92,9.5,2,420-1259
no,no,0.038,0.01,0,174.1,96,251.1,94,257.6,123,8.3,5,339-7541
no,no,0.013,0.001,0,131.8,97,136.7,100,308.2,119,7.7,6,378-9029
no,no,0.005,0.006,0,160.6,103,237,109,245.1,88,10.7,1,342-7514
no,yes,0.017,0.016,18,146.8,107,310,84,178.7,130,7.2,7,422-4956
no,yes,0.013,0.002,28,200.7,88,264.2,116,172.7,102,9.1,5,389-8606
no,no,0.016,0.007,0,145.6,106,98.3,106,230.8,83,10.9,5,406-7261
no,yes,0.003,0.008,29,229.4,104,257.4,84,231.5,119,8,1,417-7973
no,no,0.004,0.015,0,211,76,189,100,123,102,4.7,4,390-2891
no,yes,0.012,0.007,37,121.5,97,271.4,110,248.7,97,11.3,5,385-7387
yes,no,0.011,0.009,0,216,73,188.2,117,147.1,98,3.6,7,362-2776
no,no,0.008,0.004,0,293,88,160.6,101,143.9,87,10,6,329-1955
yes,yes,0.01,0.012,32,221.1,137,264.9,99,168.9,108,15.4,4,344-3160
no,no,0.015,0.014,0,181.5,108,196.9,87,187.2,119,10.3,2,406-2454
no,yes,0.015,0.013,26,74.3,107,177.3,116,296.3,90,14.5,3,335-3913
yes,no,0.007,0.002,0,62.3,92,275,82,138.7,108,10.8,3,355-7705
no,yes,0.017,0.001,31,228.6,88,248.5,109,167.1,124,9,1,410-7108
no,no,0.032,0.029,0,228.1,121,276.5,79,279.8,77,9.9,5,419-1674
no,yes,0.001,0.008,36,309.9,90,200.3,89,183.5,105,14.2,2,351-7369
no,no,0.019,0.011,0,201.9,74,226.8,119,217.5,80,13.7,6,349-9566
no,no,0.019,0.002,0,149.8,112,180,93,140,119,11.7,4,333-3421
no,yes,0.013,0.003,30,183.8,76,229.7,95,144.1,124,7.7,3,393-8199
no,yes,0.015,0.005,21,186.7,108,335,86,187.2,119,16.5,4,388-4879
no,no,0.038,0.019,0,209.4,151,347.3,113,246,116,7.4,2,353-6007
no,yes,0.014,0.014,25,223.2,77,183.2,118,150.8,90,10.2,3,416-1557
no,no,0.003,0.013,0,164.2,109,155.4,90,168.9,117,10.7,8,356-7217
no,no,0.013,0,0,150.5,75,193.1,93,311.6,93,10.3,2,350-2012
no,no,0.033,0.033,0,234.2,128,293.1,92,183.9,79,9.8,6,420-9838
no,no,0.014,0.009,0,55.3,102,164.7,124,200.7,108,10.2,5,373-6379
yes,no,0.013,0,0,221.8,97,203.8,134,215.8,154,8.4,4,355-7293
no,no,0.018,0.008,0,169.6,85,58.9,86,179.3,124,7.4,8,406-4588
no,no,0.025,0.02,0,89.7,118,260.1,79,170.1,93,13.5,11,345-1524
no,yes,0.014,0.004,14,80.2,81,219,103,122.6,102,8.6,2,375-8493
no,no,0.001,0.006,0,218.9,105,299.9,87,158.6,110,11.3,4,361-2924
no,no,0.012,0.013,0,125.7,96,207.6,137,183.1,103,12.9,2,359-6163
no,no,0.003,0.011,0,176.3,85,93.4,125,207.2,107,9.6,1,411-8140
no,yes,0.014,0.002,29,207.2,111,254.1,137,169.3,92,9.5,5,381-9049
no,no,0.003,0.002,0,205.7,138,161.9,83,269.7,104,12.5,6,344-4478
no,yes,0.01,0.004,28,151.4,95,152.4,97,250.1,109,0,0,360-2690
no,no,0.01,0.016,0,157.5,70,130.7,79,193.4,98,9.6,4,410-7383
no,no,0.015,0.016,0,160.4,68,102.6,103,235.3,106,9.1,5,356-1889
no,no,0.002,0.016,0,159,80,167.9,128,167.6,101,12.3,5,341-2360
no,yes,0.019,0.005,46,214.1,62,200.9,111,246.8,126,9.2,6,370-3021
no,no,0.009,0.003,0,102.6,89,246,77,170.5,140,9.1,4,336-4656
yes,no,0.041,0.026,0,159.7,86,197.5,76,121.6,105,13.9,6,386-2810
no,no,0.011,0,0,202.8,109,165.8,104,143.9,71,4.6,4,350-1354
no,no,0,0.015,0,57.5,95,265.5,131,244.3,128,11.6,6,346-5707
no,no,0.012,0.008,0,169.9,144,225.2,118,169.7,93,11.4,7,405-8370
no,no,0.044,0.01,0,335.5,77,212.5,109,265,132,12.7,8,373-2053
no,no,0.002,0.016,0,139.5,119,289.3,105,129.4,97,13.1,8,369-5222
no,yes,0.01,0.014,29,142.3,107,118.7,56,240.1,91,6.6,8,347-7420
no,no,0.012,0.009,0,187.8,94,248.6,86,208.8,124,10.6,5,392-6856
no,no,0,0,0,146.2,55,261.5,83,163.2,116,8.7,3,371-5556
no,no,0.015,0.011,0,231.8,120,150.6,106,269.2,129,11.6,7,334-5337
no,no,0.015,0.015,0,193.7,83,154.2,79,299,60,12.7,3,334-8817
no,no,0.006,0.015,0,156.4,108,233.4,118,195.7,141,7.7,6,339-1405
yes,yes,0.066,0.031,29,220.7,82,217.7,110,190.5,100,13.2,6,380-7742
no,yes,0.017,0.014,37,239.8,110,221.9,115,189.1,100,7.3,1,329-6191
no,yes,0.006,0.01,43,172,111,200.2,64,233.1,96,8,5,340-3075
yes,yes,0.015,0.004,35,128.2,138,274.5,113,298.9,130,8.8,7,416-5849
no,no,0.02,0.016,0,130.2,119,290.9,121,194.8,140,14,6,334-7443
no,no,0.006,0.014,0,195.4,107,154.6,96,142.8,97,11.6,6,394-9121
yes,no,0.024,0.013,0,293.3,79,188.5,90,266.9,91,14.5,4,383-1657
no,no,0.004,0.007,0,191.3,89,193.9,87,268.4,121,12.8,4,347-4112
no,no,0.009,0,0,122.4,88,143.8,111,157,106,11.5,3,362-8280
no,yes,0.012,0.014,33,209.6,68,146.9,140,121,131,10.6,3,402-9982
no,no,0.009,0.01,0,215.7,140,146.3,84,264.6,83,7.1,1,392-8905
no,no,0.001,0.014,0,161.4,110,220.6,125,249.2,78,5.1,2,392-5512
no,no,0.016,0.007,0,144.2,91,226.7,137,144.6,72,13.8,4,351-6384
yes,yes,0.041,0.013,37,220.2,109,185.3,99,205.1,82,4.1,2,348-8015
no,no,0.016,0.007,0,256.2,105,160.7,102,249.4,80,7.4,2,374-6966
no,no,0.018,0.01,0,112.7,119,217.7,109,152.1,76,6.5,5,328-2236
no,no,0.019,0.037,0,299.5,125,226.7,92,210.7,134,13.7,4,372-6497
no,no,0.019,0.012,0,194.8,107,170.9,99,225.1,93,13.9,4,417-8617
no,no,0.005,0.002,0,100.8,112,230,69,193.6,95,9.5,2,361-9621
no,yes,0.008,0.009,22,82.5,97,289.9,94,180,114,4.8,4,421-2723
no,yes,0.017,0.007,34,146.4,104,89.7,103,220,91,15.6,4,327-9341
no,no,0.005,0.008,0,177.9,129,224.6,87,306.3,102,10.8,6,383-5474
no,yes,0.02,0.007,27,153.5,84,194,73,256.5,94,10.2,7,328-8147
no,no,0.005,0.005,0,150.7,105,197.3,133,169,116,9.2,15,373-5438
no,yes,0.018,0.01,19,180.1,106,127.5,92,237.4,118,7.5,3,333-9253
no,yes,0.001,0.005,31,265.3,94,147.6,95,259.3,117,12.9,1,347-9421
no,no,0.004,0,0,128.6,83,134,114,210.6,113,11.4,2,419-3167
no,no,0.019,0.014,0,161.5,92,173.5,108,206.2,95,7.9,4,414-4162
no,no,0.006,0.013,0,165.3,120,198.5,106,208.5,102,9.8,3,416-5341
no,no,0.011,0.006,0,195,92,210.5,83,180.6,92,11,13,368-8600
no,no,0.006,0.011,0,213.8,79,265.1,93,239.8,128,15.6,7,336-6085
no,yes,0.012,0.013,24,205.5,114,219.3,99,215.9,95,14,4,377-1479
no,yes,0.004,0.014,22,252.9,112,177.9,99,158.4,146,8.5,4,360-2107
no,yes,0.007,0.013,28,235.6,74,227.9,37,170.3,103,15.4,9,405-9384
no,no,0.016,0.014,0,192,91,127.6,127,155.6,125,7.5,5,420-5179
no,yes,0.008,0.012,39,69.1,122,101.3,136,104.8,94,9.1,4,331-3174
no,no,0.019,0.025,0,261.7,97,210.6,48,256.7,83,6,3,411-5958
no,no,0.015,0.001,0,235.5,81,257.2,130,103.1,111,11.5,4,333-8180
no,no,0.015,0.005,0,213.4,100,204.9,52,179.7,93,9.5,6,357-2679
no,yes,0.012,0.015,39,206.9,143,127.8,72,199.2,120,9.2,1,396-2867
no,yes,0.014,0.011,22,263.8,65,103.4,115,208.1,109,8.5,3,341-9443
