churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date,international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,total day charge,total eve charge,total night charge,total intl charge,ARPU,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction,signalstrength_4g,signalstrength_3g,Duration of good signal strength% ,Duration of bad Signal strength %
FALSE,AZ,90,415,387-6103,630,69,Female,Retire,26/09/2016,26/09/2018,no,no,0.011,0.003,0,179.1,71,190.6,81,127.7,91,10.6,7,30.45,16.2,5.75,2.86,55.26,3,2,48,1,0,0,0,1,0,0,0,0,0,-89,-76,0.94,0.06
FALSE,AK,104,408,366-4467,728,56,Female,Senior Professional,20/06/2016,20/06/2018,no,no,0.007,0.008,0,278.4,106,81,113,163.2,137,9.8,5,47.33,6.89,7.34,2.65,64.21,1,1,24,1,0,0,0,0,0,0,0,0,0,-87,-73,0.986,0.014
FALSE,MT,73,415,370-3450,511,41,Female,Sr Managers,23/01/2017,23/01/2019,no,no,0.008,0.004,0,160.1,110,213.3,72,174.1,72,13,4,27.22,18.13,7.83,3.51,56.69,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-73,0.959,0.041
FALSE,AZ,99,415,327-3954,693,57,Female,Senior Professional,25/07/2016,25/07/2018,no,no,0.016,0.016,0,198.2,87,207.3,76,190.9,113,8.7,3,33.69,17.62,8.59,2.35,62.25,4,3,82,1,0,0,0,1,0,0,0,0,1,-66,-52,0.964,0.036
TRUE,MS,120,408,355-6291,840,38,Female,Retire,29/02/2016,28/02/2018,no,no,0.02,0.018,0,212.1,131,209.4,104,167.2,96,5.3,5,36.06,17.8,7.52,1.43,62.81,1,1,11,1,0,0,0,0,0,0,0,0,0,-112,-112,0.987,0.013
TRUE,ID,77,415,362-9748,539,63,Female,Retire,26/12/2016,26/12/2018,no,no,0.038,0.036,0,251.8,72,205.7,126,275.2,109,9.8,7,42.81,17.48,12.38,2.65,75.32,2,1,6,0,0,0,0,0,0,0,0,0,1,-110,-111,0.836,0.164
FALSE,IA,98,510,379-6506,686,65,Female,Retire,1/8/2016,1/8/2018,no,yes,0.018,0.004,21,161.2,114,252.2,83,160.2,92,4.4,8,27.4,21.44,7.21,1.19,57.24,4,1,12,0,0,0,0,0,0,1,0,0,0,-76,-63,0.948,0.052
FALSE,MA,108,415,347-7741,756,40,Male,Sr Managers,23/05/2016,23/05/2018,no,no,0,0.007,0,178.3,137,189,76,129.1,102,14.6,5,30.31,16.07,5.81,3.94,56.13,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-68,0.93,0.07
FALSE,VT,135,415,354-3783,945,61,Male,Retire,16/11/2015,15/11/2017,no,no,0.006,0.01,0,151.7,82,119,105,180,100,10.5,6,25.79,10.12,8.1,2.84,46.85,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-76,0.982,0.018
FALSE,KY,95,408,401-7594,665,38,Male,Sr Managers,22/08/2016,22/08/2018,no,no,0.007,0,0,135,99,183.6,106,245.3,102,12.5,9,22.95,15.61,11.04,3.38,52.98,1,1,2,0,1,0,0,0,0,0,0,0,0,-79,-67,0.956,0.044
FALSE,IN,122,408,397-4976,854,64,Male,Retire,15/02/2016,14/02/2018,no,no,0.005,0.003,0,170.5,94,173.7,109,248.6,75,11.3,2,28.99,14.76,11.19,3.05,57.99,1,1,21,0,1,0,0,0,0,0,0,0,0,-99,-84,0.993,0.007
FALSE,AZ,95,408,334-2577,665,62,Male,Retire,22/08/2016,22/08/2018,no,no,0.009,0.008,0,238.1,65,187.2,98,190,115,11.8,4,40.48,15.91,8.55,3.19,68.13,4,3,59,0,0,0,0,0,0,0,0,2,1,-86,-75,0.973,0.027
FALSE,MI,36,510,400-3637,252,61,Female,Retire,9/10/2017,9/10/2019,no,yes,0.018,0.002,29,281.4,102,202.2,76,187.2,113,9,6,47.84,17.19,8.42,2.43,75.88,2,0,0,0,0,0,0,0,0,0,0,0,0,-77,-82,0.974,0.026
FALSE,NM,93,510,383-4361,651,63,Male,Retire,5/9/2016,5/9/2018,no,yes,0.003,0.007,21,117.9,131,164.5,115,217,86,9.8,3,20.04,13.98,9.76,2.65,46.43,1,1,2,0,0,0,0,0,1,0,0,0,0,-77,-82,0.94,0.06
FALSE,CO,141,415,371-4306,987,46,Male,Middle Management,5/10/2015,4/10/2017,no,yes,0,0.016,32,148.6,91,131.1,97,219.4,142,10.1,1,25.26,11.14,9.87,2.73,49,1,1,24,0,0,1,0,0,0,0,0,0,0,-81,-72,0.928,0.072
FALSE,UT,157,408,403-4298,1099,54,Male,Senior Professional,15/06/2015,14/06/2017,no,no,0.012,0.003,0,229.8,90,147.9,121,241.4,108,9.6,7,39.07,12.57,10.86,2.59,65.09,3,2,70,0,0,0,0,0,0,0,1,1,0,-84,-67,0.975,0.025
FALSE,MI,120,408,409-3786,840,31,Male,student,29/02/2016,28/02/2018,no,no,0.018,0.007,0,165,100,317.2,83,119.2,86,8.3,8,28.05,26.96,5.36,2.24,62.61,1,1,16,0,0,0,0,1,0,0,0,0,0,-73,-67,0.976,0.024
FALSE,MA,103,415,337-4697,721,37,Male,Middle Management,27/06/2016,27/06/2018,no,no,0.014,0.006,0,185,117,223.3,94,222.8,91,12.6,2,31.45,18.98,10.03,3.4,63.86,2,1,8,0,0,0,1,0,0,0,0,0,0,-89,-76,0.976,0.024
FALSE,AL,98,408,383-1509,686,36,Male,Retire,1/8/2016,1/8/2018,no,no,0.017,0.005,0,161,117,190.9,113,227.7,113,12.1,4,27.37,16.23,10.25,3.27,57.12,4,2,49,0,0,0,1,0,0,0,0,1,0,-84,-71,0.973,0.027
FALSE,DE,125,408,359-9794,875,30,Male,Middle Management,25/01/2016,24/01/2018,no,no,0.015,0.001,0,126.7,108,206,90,247.8,114,13.3,7,21.54,17.51,11.15,3.59,53.79,1,1,15,0,0,0,1,0,0,0,0,0,0,-86,-82,0.958,0.042
FALSE,AZ,63,415,407-7035,441,33,Female,Senior Professional,3/4/2017,3/4/2019,no,no,0.018,0.005,0,58.9,125,169.6,59,211.4,88,9.4,3,10.01,14.42,9.51,2.54,36.48,1,1,11,0,0,0,0,0,1,0,0,0,0,-85,-71,0.968,0.032
TRUE,ME,36,510,363-1069,252,60,Male,Retire,9/10/2017,9/10/2019,yes,yes,0.051,0.015,42,196.8,89,254.9,122,138.3,126,20,6,33.46,21.67,6.22,5.4,66.75,0,0,0,0,0,0,0,0,0,0,0,0,0,-111,-105,0.956,0.044
FALSE,NJ,64,510,391-4652,448,56,Female,Senior Professional,27/03/2017,27/03/2019,no,no,0.013,0.014,0,162.6,83,152.3,109,57.5,122,14.2,3,27.64,12.95,2.59,3.83,47.01,1,1,4,0,0,0,0,0,0,0,0,1,0,-65,-53,0.957,0.043
TRUE,NV,74,415,355-6837,518,37,Male,Retire,16/01/2017,16/01/2019,no,no,0.016,0.015,0,282.5,114,219.9,48,170,115,9.4,4,48.03,18.69,7.65,2.54,76.91,1,1,13,0,0,1,0,0,0,0,0,0,0,-114,-114,0.975,0.025
FALSE,MO,112,510,409-1244,784,32,Female,Middle Management,25/04/2016,25/04/2018,no,yes,0.014,0.008,36,113.7,117,157.5,82,177.6,118,10,3,19.33,13.39,7.99,2.7,43.41,2,1,23,0,0,0,0,0,0,0,1,0,0,-79,-60,0.937,0.063
FALSE,ID,97,408,328-3266,679,28,Female,Senior Professional,8/8/2016,8/8/2018,no,no,0.007,0.015,0,239.8,125,214.8,111,143.3,81,8.7,5,40.77,18.26,6.45,2.35,67.83,2,2,35,0,0,0,1,1,0,0,0,0,0,-79,-60,0.973,0.027
FALSE,NE,46,408,352-7072,322,54,Male,Senior Professional,31/07/2017,31/07/2019,no,no,0.001,0.001,0,210.2,92,227.3,77,200.1,116,13.1,7,35.73,19.32,9,3.54,67.59,1,1,20,0,1,0,0,0,0,0,0,0,0,-83,-74,0.987,0.013
FALSE,TX,41,408,370-7550,287,45,Male,Middle Management,4/9/2017,4/9/2019,no,yes,0.017,0.01,22,213.8,102,141.8,86,142.2,123,7.2,3,36.35,12.05,6.4,1.94,56.74,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-62,0.958,0.042
FALSE,MD,121,510,369-5526,847,70,Female,Retire,22/02/2016,21/02/2018,no,no,0.012,0.008,0,190.7,103,183.5,117,220.8,103,9.8,4,32.42,15.6,9.94,2.65,60.61,3,3,72,0,1,2,0,0,0,0,0,0,0,-83,-68,0.967,0.033
FALSE,MS,193,415,329-4391,1351,41,Female,Sr Managers,6/10/2014,5/10/2016,no,no,0.013,0.013,0,170.9,124,132.3,95,112.9,89,11.6,3,29.05,11.25,5.08,3.13,48.51,1,1,2,0,0,0,0,1,0,0,0,0,0,-85,-74,0.933,0.067
FALSE,NV,130,510,408-4195,910,75,Female,Retire,21/12/2015,20/12/2017,no,no,0.013,0.014,0,154.2,119,110.2,98,227.4,117,9.2,5,26.21,9.37,10.23,2.48,48.29,2,1,9,0,1,0,0,0,0,0,0,0,0,-85,-75,0.98,0.02
FALSE,AZ,85,408,354-4445,595,42,Female,Sr Managers,31/10/2016,31/10/2018,no,no,0.007,0.007,0,201.4,52,229.4,104,252.5,106,12,3,34.24,19.5,11.36,3.24,68.34,1,1,7,0,0,0,0,0,1,0,0,0,0,-76,-62,0.922,0.078
TRUE,MS,162,415,335-4858,1134,38,Male,Retire,11/5/2015,10/5/2017,no,no,0.036,0.023,0,70.7,108,157.5,87,154.8,82,9.1,3,12.02,13.39,6.97,2.46,34.84,4,2,43,0,0,1,1,0,0,0,0,0,0,-110,-97,0.837,0.163
TRUE,MS,61,510,414-8718,427,53,Female,Senior Professional,17/04/2017,17/04/2019,no,yes,0.052,0.035,27,187.5,124,146.6,103,225.7,129,6.4,6,31.88,12.46,10.16,1.73,56.23,4,2,36,0,0,1,0,1,0,0,0,0,0,-113,-101,0.916,0.084
FALSE,TX,92,408,409-5939,644,35,Male,Sr Managers,12/9/2016,12/9/2018,no,no,0,0.015,0,91.7,90,193.7,123,175,86,9.2,4,15.59,16.46,7.88,2.48,42.41,2,2,32,0,0,0,0,1,0,0,0,1,0,-90,-74,0.96,0.04
FALSE,NE,131,408,331-4902,917,40,Female,Sr Managers,14/12/2015,13/12/2017,no,yes,0.014,0.012,36,214.2,115,161.7,117,264.7,102,9.5,4,36.41,13.74,11.91,2.57,64.63,3,3,73,0,0,1,0,1,1,0,0,0,0,-90,-74,0.942,0.058
FALSE,NE,90,415,353-6870,630,51,Female,Middle Management,26/09/2016,26/09/2018,no,no,0.017,0.011,0,145.5,92,217.7,114,146.9,123,10.9,2,24.74,18.5,6.61,2.94,52.79,3,2,62,0,0,0,0,0,0,0,0,2,0,-86,-80,0.978,0.022
FALSE,CA,75,408,355-2909,525,75,Female,Retire,9/1/2017,9/1/2019,no,no,0.002,0.013,0,166.3,125,158.2,86,256.7,80,6.1,5,28.27,13.45,11.55,1.65,54.92,1,1,12,0,0,0,0,0,0,0,0,1,0,-94,-86,0.99,0.01
FALSE,NJ,78,415,390-6101,546,74,Female,Retire,19/12/2016,19/12/2018,no,no,0.018,0.003,0,231,115,230.4,140,261.4,120,9.5,3,39.27,19.58,11.76,2.57,73.18,1,1,4,0,0,1,0,0,0,0,0,0,0,-88,-84,0.94,0.06
FALSE,TX,82,408,400-3446,574,57,Male,Senior Professional,21/11/2016,21/11/2018,no,no,0.002,0.011,0,200.3,96,201.2,102,206.1,60,7.1,1,34.05,17.1,9.27,1.92,62.34,4,1,25,0,0,0,0,0,0,1,0,0,0,-67,-65,0.998,0.002
FALSE,AR,163,408,411-5859,1141,67,Female,Retire,4/5/2015,3/5/2017,no,no,0,0.006,0,197,109,202.6,128,206.4,80,9.1,10,33.49,17.22,9.29,2.46,62.46,1,1,1,0,0,1,0,0,0,0,0,0,0,-79,-60,0.984,0.016
FALSE,AL,91,510,387-2919,637,63,Female,Retire,19/09/2016,19/09/2018,yes,no,0.001,0.002,0,129.9,112,173.3,83,247.2,130,11.2,3,22.08,14.73,11.12,3.02,50.95,3,3,62,0,0,0,0,0,0,0,1,2,0,-77,-64,0.934,0.066
FALSE,NY,75,415,374-8525,525,45,Male,Middle Management,9/1/2017,9/1/2019,no,yes,0.02,0.002,21,175.8,97,217.5,106,237.5,134,5.3,4,29.89,18.49,10.69,1.43,60.5,5,3,106,0,0,0,0,0,0,2,0,1,0,-94,-83,0.924,0.076
FALSE,FL,91,510,379-5592,637,32,Male,Sr Managers,19/09/2016,19/09/2018,no,no,0.012,0.014,0,203.1,106,210.1,113,195.6,129,12,3,34.53,17.86,8.8,3.24,64.43,3,2,48,0,0,0,1,1,0,0,0,0,0,-75,-64,0.992,0.008
FALSE,AK,127,510,345-8237,889,60,Male,Retire,11/1/2016,10/1/2018,no,yes,0.018,0.013,36,183.2,117,126.8,76,263.3,71,11.2,8,31.14,10.78,11.85,3.02,56.79,1,1,8,0,0,1,0,0,0,0,0,0,0,-75,-64,0.999,0.001
FALSE,NV,113,415,422-6690,791,49,Male,Middle Management,18/04/2016,18/04/2018,no,yes,0.005,0.01,23,205,101,152,60,158.6,59,10.2,5,34.85,12.92,7.14,2.75,57.66,2,1,30,0,0,0,0,0,0,1,0,0,0,-76,-64,0.985,0.015
FALSE,DE,110,510,346-2359,770,57,Male,Senior Professional,9/5/2016,9/5/2018,no,no,0.014,0.011,0,148.5,115,276.4,84,193.6,112,12.4,3,25.25,23.49,8.71,3.35,60.8,1,1,6,0,0,0,0,0,1,0,0,0,0,-74,-59,0.984,0.016
FALSE,MD,120,415,374-3534,840,67,Male,Retire,29/02/2016,28/02/2018,no,yes,0.008,0.007,39,200.3,68,220.4,97,253.8,116,10.5,4,34.05,18.73,11.42,2.84,67.04,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-70,0.938,0.062
FALSE,MI,157,415,381-4756,1099,63,Male,Retire,15/06/2015,14/06/2017,no,yes,0.016,0.002,28,192.6,107,195.5,74,109.7,139,6.8,5,32.74,16.62,4.94,1.84,56.14,3,1,14,0,0,0,0,0,0,0,0,0,1,-82,-70,0.95,0.05
FALSE,VT,103,510,390-2805,721,64,Female,Retire,27/06/2016,27/06/2018,no,no,0.01,0.014,0,246.5,47,195.5,84,200.5,96,11.7,4,41.91,16.62,9.02,3.16,70.71,1,1,22,0,1,0,0,0,0,0,0,0,0,-82,-70,0.992,0.008
TRUE,VT,117,408,390-2390,819,42,Male,Sr Managers,21/03/2016,21/03/2018,yes,no,0.064,0.019,0,167.1,86,177.5,87,249.4,132,14.1,7,28.41,15.09,11.22,3.81,58.53,2,1,30,0,0,1,0,0,0,0,0,0,0,-98,-86,0.809,0.191
FALSE,MI,140,415,419-9097,980,54,Male,Senior Professional,12/10/2015,11/10/2017,no,no,0.002,0.008,0,231.9,101,160.1,94,110.4,98,14.3,6,39.42,13.61,4.97,3.86,61.86,3,1,25,0,0,0,0,0,0,0,1,0,0,-84,-72,0.936,0.064
FALSE,WA,127,408,386-7281,889,57,Male,Senior Professional,11/1/2016,10/1/2018,no,no,0.012,0.007,0,146.7,91,203.5,78,203.4,110,13.7,3,24.94,17.3,9.15,3.7,55.09,1,1,6,0,0,0,0,0,0,0,0,1,0,-69,-57,0.971,0.029
FALSE,UT,83,408,380-3561,581,42,Male,Sr Managers,14/11/2016,14/11/2018,yes,no,0.012,0.005,0,271.5,87,216.3,126,121.1,105,11.7,4,46.16,18.39,5.45,3.16,73.16,1,1,4,0,0,1,0,0,0,0,0,0,0,-83,-73,0.989,0.011
FALSE,LA,121,408,390-8760,847,24,Male,Retire,22/02/2016,21/02/2018,no,no,0.01,0,0,181.5,121,218.4,98,161.6,103,8.5,5,30.86,18.56,7.27,2.3,58.99,1,1,21,0,0,0,0,0,1,0,0,0,0,-83,-73,0.993,0.007
FALSE,RI,145,408,366-6730,1015,55,Female,Senior Professional,7/9/2015,6/9/2017,no,yes,0.002,0.014,43,257.7,97,162.1,95,286.9,86,11.1,4,43.81,13.78,12.91,3,73.5,2,1,12,0,0,0,0,1,0,0,0,0,0,-80,-64,0.971,0.029
FALSE,IA,113,408,395-5285,791,49,Female,Middle Management,18/04/2016,18/04/2018,no,no,0.003,0.002,0,193.8,99,221.4,125,172.3,67,10.6,6,32.95,18.82,7.75,2.86,62.38,1,1,13,0,0,1,0,0,0,0,0,0,0,-97,-65,0.986,0.014
FALSE,NE,117,415,354-3436,819,72,Female,Retire,21/03/2016,21/03/2018,no,no,0.007,0.012,0,102.8,119,206.7,91,299,105,10.1,7,17.48,17.57,13.46,2.73,51.24,1,1,14,0,0,0,0,0,0,0,0,0,1,-93,-89,0.942,0.058
FALSE,OH,65,408,336-7600,455,51,Male,Middle Management,20/03/2017,20/03/2019,no,no,0.009,0.001,0,187.9,116,157.6,117,227.3,86,7.5,6,31.94,13.4,10.23,2.03,57.6,1,1,2,0,0,0,0,0,0,0,1,0,0,-93,-88,0.939,0.061
FALSE,RI,56,415,383-6293,392,66,Male,Retire,22/05/2017,22/05/2019,no,no,0.012,0.013,0,226,112,248.5,118,140.5,142,6.9,11,38.42,21.12,6.32,1.86,67.72,1,1,15,0,0,0,0,0,0,0,0,1,0,-72,-58,0.983,0.017
FALSE,OK,96,415,362-4596,672,38,Female,Retire,15/08/2016,15/08/2018,no,no,0.014,0.009,0,260.4,115,146,46,269.5,87,11.5,4,44.27,12.41,12.13,3.11,71.92,5,3,79,0,1,0,0,0,0,0,1,0,1,-89,-74,0.956,0.044
FALSE,LA,151,408,401-3926,1057,19,Female,student,27/07/2015,26/07/2017,no,no,0.001,0.008,0,178.7,116,292.1,138,265.9,101,9.8,4,30.38,24.83,11.97,2.65,69.83,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-72,0.999,0.001
TRUE,OH,83,415,370-9116,581,31,Male,Sr Managers,14/11/2016,14/11/2018,no,no,0.053,0.015,0,337.4,120,227.4,116,153.9,114,15.8,7,57.36,19.33,6.93,4.27,87.89,0,0,0,0,0,0,0,0,0,0,0,0,0,-108,-101,0.97,0.03
FALSE,VA,139,510,328-6289,973,59,Female,Senior Professional,19/10/2015,18/10/2017,no,yes,0.004,0.01,23,157.6,129,247,96,259.2,112,13.7,2,26.79,21,11.66,3.7,63.15,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,-55,0.974,0.026
FALSE,MO,6,510,350-9994,42,59,Male,Senior Professional,7/5/2018,6/5/2020,no,no,0.005,0.001,0,183.6,117,256.7,72,178.6,79,10.2,2,31.21,21.82,8.04,2.75,63.82,1,1,19,0,0,0,1,0,0,0,0,0,0,-87,-74,0.954,0.046
FALSE,FL,115,510,351-4616,805,56,Female,Senior Professional,4/4/2016,4/4/2018,no,yes,0.006,0.013,24,142.1,124,183.4,129,164.8,114,9.6,4,24.16,15.59,7.42,2.59,49.76,1,1,10,0,0,0,0,0,0,0,0,0,1,-72,-52,0.976,0.024
FALSE,SC,87,415,360-5779,609,65,Male,Retire,17/10/2016,17/10/2018,no,no,0.004,0.014,0,136.3,97,172.2,108,137.5,101,7.1,5,23.17,14.64,6.19,1.92,45.92,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-57,0.945,0.055
FALSE,VA,141,415,417-4885,987,60,Female,Retire,5/10/2015,4/10/2017,no,no,0.013,0.003,0,217.1,110,241.5,111,253.5,103,12,6,36.91,20.53,11.41,3.24,72.09,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-56,0.945,0.055
FALSE,IA,141,510,406-4710,987,38,Female,Sr Managers,5/10/2015,4/10/2017,no,yes,0.01,0.006,36,187.5,99,241.4,116,229.5,105,10.5,5,31.88,20.52,10.33,2.84,65.57,3,3,95,0,1,0,0,1,1,0,0,0,0,-66,-56,0.952,0.048
FALSE,MI,62,415,409-8743,434,62,Male,Retire,10/4/2017,10/4/2019,no,no,0.018,0.004,0,98.9,103,135.4,122,236.6,82,12.2,1,16.81,11.51,10.65,3.29,42.26,1,1,20,0,0,0,0,0,0,0,1,0,0,-73,-65,0.996,0.004
FALSE,OK,146,415,335-4584,1022,22,Male,student,31/08/2015,30/08/2017,no,no,0.002,0.006,0,206.3,151,148.6,89,167.2,91,6.1,3,35.07,12.63,7.52,1.65,56.87,1,1,5,0,0,0,0,0,0,1,0,0,0,-66,-56,0.99,0.01
FALSE,DE,92,415,361-9845,644,36,Male,Sr Managers,12/9/2016,12/9/2018,no,yes,0.001,0.015,33,243.1,92,213.8,92,228.7,104,12.1,2,41.33,18.17,10.29,3.27,73.06,2,2,14,0,0,0,0,0,0,0,0,1,1,-66,-57,0.956,0.044
FALSE,GA,185,510,366-5699,1295,54,Male,Senior Professional,1/12/2014,30/11/2016,no,yes,0.016,0.009,31,189.8,126,163.3,133,264.8,126,7.5,3,32.27,13.88,11.92,2.03,60.1,1,1,17,0,0,0,0,0,0,0,0,0,1,-66,-56,0.949,0.051
FALSE,DC,148,415,329-9364,1036,21,Male,student,17/08/2015,16/08/2017,no,no,0.003,0.013,0,202,102,243.2,128,261.3,90,10.9,3,34.34,20.67,11.76,2.94,69.71,1,1,1,0,0,0,0,0,0,0,0,0,1,-66,-56,0.949,0.051
FALSE,AZ,94,408,390-7434,658,47,Female,Middle Management,29/08/2016,29/08/2018,no,yes,0.001,0.01,38,170.1,124,193.3,116,105.9,73,12.8,4,28.92,16.43,4.77,3.46,53.58,1,1,20,0,1,0,0,0,0,0,0,0,0,-74,-62,0.966,0.034
FALSE,AL,32,510,404-9680,224,19,Female,student,6/11/2017,6/11/2019,no,no,0.015,0.01,0,230.9,87,187.4,90,154,53,6.3,2,39.25,15.93,6.93,1.7,63.81,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-63,0.992,0.008
FALSE,CO,68,408,338-9398,476,30,Male,student,27/02/2017,27/02/2019,no,no,0.004,0.008,0,237.1,105,223.5,105,97.4,79,13.2,2,40.31,19,4.38,3.56,67.25,1,1,16,0,1,0,0,0,0,0,0,0,0,-75,-61,0.977,0.023
FALSE,NH,64,408,394-2445,448,58,Female,Senior Professional,27/03/2017,27/03/2019,no,yes,0.009,0,27,182.1,91,169.7,98,164.7,86,10.6,5,30.96,14.42,7.41,2.86,55.65,2,1,5,0,0,0,0,0,0,0,1,0,0,-95,-81,0.955,0.045
FALSE,NM,25,415,381-2709,175,75,Male,Retire,25/12/2017,25/12/2019,no,no,0.017,0.011,0,119.3,87,211.5,101,268.9,86,10.5,4,20.28,17.98,12.1,2.84,53.2,3,3,57,0,2,1,0,0,0,0,0,0,0,-90,-80,0.962,0.038
FALSE,OR,65,415,397-5060,455,29,Female,Sr Managers,20/03/2017,20/03/2019,no,no,0.003,0.001,0,116.8,87,178.9,93,182.4,150,14.1,2,19.86,15.21,8.21,3.81,47.09,1,1,11,1,0,0,0,0,0,0,0,0,0,-79,-65,0.98,0.02
FALSE,LA,179,408,415-2393,1253,23,Female,Retire,12/1/2015,11/1/2017,no,no,0.015,0.015,0,219.2,92,149.4,125,244.7,104,6.1,5,37.26,12.7,11.01,1.65,62.62,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-68,0.988,0.012
FALSE,NE,94,415,377-1765,658,71,Male,Retire,29/08/2016,29/08/2018,no,no,0.015,0.007,0,252.6,104,169,125,170.9,106,11.1,7,42.94,14.37,7.69,3,68,2,0,0,0,0,0,0,0,0,0,0,0,0,-81,-66,0.943,0.057
FALSE,MN,62,415,409-2111,434,73,Male,Retire,10/4/2017,10/4/2019,no,no,0.019,0.006,0,147.1,91,190.4,107,195.2,115,12.2,3,25.01,16.18,8.78,3.29,53.26,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-85,0.946,0.054
FALSE,MI,127,415,401-3170,889,40,Female,Sr Managers,11/1/2016,10/1/2018,no,no,0,0.003,0,202.1,103,229.4,86,195.2,113,11.5,3,34.36,19.5,8.78,3.11,65.75,2,0,0,0,0,0,0,0,0,0,0,0,0,-98,-85,0.998,0.002
FALSE,AR,116,408,405-5681,812,28,Male,Middle Management,28/03/2016,28/03/2018,no,no,0,0.009,0,173.5,93,194.1,76,208,112,16.2,10,29.5,16.5,9.36,4.37,59.73,3,2,39,1,0,0,0,0,0,0,0,0,1,-68,-58,0.927,0.073
FALSE,KS,70,408,411-4582,490,59,Female,Senior Professional,13/02/2017,13/02/2019,no,no,0,0.016,0,232.1,122,292.3,112,201.2,112,0,0,39.46,24.85,9.05,0,73.36,3,3,70,0,1,0,0,0,0,0,1,1,0,-63,-49,0.994,0.006
FALSE,WV,94,510,355-5009,658,32,Male,Retire,29/08/2016,29/08/2018,yes,yes,0.013,0.001,23,197.1,125,214.5,136,282.2,103,9.5,5,33.51,18.23,12.7,2.57,67.01,4,3,108,0,1,0,0,0,0,0,0,0,2,-98,-59,0.925,0.075
TRUE,AK,126,415,372-3750,882,52,Female,Senior Professional,18/01/2016,17/01/2018,no,no,0.028,0.037,0,58.2,94,138.7,118,136.8,91,11.9,1,9.89,11.79,6.16,3.21,31.05,5,4,101,0,0,1,0,1,1,1,0,0,0,-108,-101,0.968,0.032
FALSE,NY,67,408,405-2888,469,70,Male,Retire,6/3/2017,6/3/2019,no,yes,0.015,0.015,36,115.6,111,237.7,94,169.9,103,9.9,12,19.65,20.2,7.65,2.67,50.17,2,1,14,0,0,0,0,0,1,0,0,0,0,-94,-80,0.939,0.061
FALSE,NH,19,408,361-3337,133,44,Male,Sr Managers,5/2/2018,5/2/2020,no,no,0.008,0.013,0,186.1,98,254.3,57,214,127,14.6,7,31.64,21.62,9.63,3.94,66.83,2,2,28,0,0,2,0,0,0,0,0,0,0,-81,-72,0.935,0.065
FALSE,VA,170,510,350-1639,1190,67,Male,Retire,16/03/2015,15/03/2017,yes,no,0.017,0.008,0,259.9,68,245,122,134.4,121,8.4,3,44.18,20.83,6.05,2.27,73.33,3,0,0,0,0,0,0,0,0,0,0,0,0,-81,-68,0.94,0.06
FALSE,NM,73,415,333-3221,511,58,Male,Senior Professional,23/01/2017,23/01/2019,no,no,0.01,0.015,0,214.3,145,268.5,135,241.2,92,10.8,13,36.43,22.82,10.85,2.92,73.02,1,1,21,1,0,0,0,0,0,0,0,0,0,-81,-68,0.98,0.02
FALSE,NY,106,408,422-1471,742,22,Male,student,6/6/2016,6/6/2018,no,no,0.02,0.009,0,158.7,74,64.3,139,198.5,103,10.2,4,26.98,5.47,8.93,2.75,44.13,1,1,7,0,0,0,0,0,0,0,0,1,0,-80,-71,0.993,0.007
FALSE,AZ,93,415,399-7865,651,47,Male,Middle Management,5/9/2016,5/9/2018,no,no,0.006,0.005,0,271.6,71,229.4,108,77.3,121,10.9,3,46.17,19.5,3.48,2.94,72.09,2,1,27,0,0,0,0,1,0,0,0,0,0,-80,-71,0.954,0.046
FALSE,WY,164,510,373-4819,1148,60,Male,Retire,27/04/2015,26/04/2017,no,no,0.006,0.014,0,160.6,111,163.2,126,187.1,112,9,3,27.3,13.87,8.42,2.43,52.02,1,1,1,0,0,0,1,0,0,0,0,0,0,-82,-67,0.981,0.019
FALSE,WA,51,408,338-6981,357,58,Female,Senior Professional,26/06/2017,26/06/2019,no,no,0.005,0,0,232.4,109,187.4,95,231.2,107,9.1,3,39.51,15.93,10.4,2.46,68.3,1,1,18,0,1,0,0,0,0,0,0,0,0,-74,-74,0.93,0.07
FALSE,CO,107,415,418-4365,749,55,Male,Senior Professional,30/05/2016,30/05/2018,no,no,0.018,0.005,0,133.8,85,180.5,94,112.2,115,8.9,4,22.75,15.34,5.05,2.4,45.54,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-73,0.944,0.056
